"event-id","visible","timestamp","location-long","location-lat","gps:hdop","gps:satellite-count","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name","GlobCover 2009 2009 Land-Cover Classification","NCEP NARR SFC Total Precipitation at Surface (Accumulated)","NCEP NARR SFC Pressure at Surface","NCEP NARR SFC Temperature at Surface","NCEP NARR FLX U Wind at 10 m above Ground","Movebank Thermal Uplift (from ECMWF)","NCEP NARR FLX V Wind at 10 m above Ground"
"3942427224","true","2017-01-03 00:00:00.000","-80.41922","25.50238","1.5","6","gps","","6","2671-02024","grcaMigration-Ryder","20","0.0078125","102165.3125","297.9174796464114","-5.73275036818671","0.30344810673586314","1.7759825156627826"
"3942427225","true","2017-01-17 00:00:00.000","-80.41941","25.50253","3.3","5","gps","","6","2671-02024","grcaMigration-Ryder","20","0.0","102380.53230153113","295.9279419437184","-6.143658414127025","0.5768389455848609","-0.8362714082047774"
"3942427226","true","2017-01-31 00:00:00.000","-80.42004","25.50283","1.3","7","gps","","6","2671-02024","grcaMigration-Ryder","20","0.0","102379.203125","293.55809437424676","0.12479959669596041","0.7828944754335577","-3.6437286034231393"
"3942427227","true","2017-02-07 00:00:00.000","-80.41925","25.50253","4.0","5","gps","","6","2671-02024","grcaMigration-Ryder","20","0.0","102041.359375","295.92774587098825","NaN","0.4488960648565823","NaN"
"3942427228","true","2016-07-25 00:00:00.000","-77.04137","39.05226","2.7","4","gps","","7","2671-02021","grcaMigration-Ryder","70","0.02461132","100313.80173227105","302.0896554253187","-0.5272823677686022","0.0","2.5474311006511456"
"3942427229","true","2016-09-04 00:00:00.000","-77.0413","39.05206","2.8","6","gps","","7","2671-02021","grcaMigration-Ryder","70","0.0","100925.1592960035","293.2320129751979","-2.8108118304332317","0.0","-2.4456035228675317"
"3942427230","true","2016-09-13 00:00:00.000","-77.04155","39.05193","2.6","5","gps","","7","2671-02021","grcaMigration-Ryder","70","0.0","101069.90550621733","291.31081767328095","-2.9107964705692164","0.0","2.186979911298186"
"3942427231","true","2016-09-19 00:00:00.000","-77.03983","39.05324","1.7","6","gps","","7","2671-02021","grcaMigration-Ryder","70","0.003428768","100541.41474170696","298.4062390202821","-1.540013585343181","0.0","3.7708025316747764"
"3942427232","true","2016-10-04 00:00:00.000","-79.62426","34.89352","2.3","5","gps","","7","2671-02021","grcaMigration-Ryder","50","0.0","100725.72215706867","290.44769400334536","-1.869824630679782","0.0","-1.3115268442328105"
"3942427233","true","2016-10-07 00:00:00.000","-82.5554","29.87898","1.6","5","gps","","7","2671-02021","grcaMigration-Ryder","50","0.4609375","100954.95350643455","296.10556506083674","-5.311932552094449","0.010006072567458418","-4.36721003876665"
"3942427234","true","2016-10-10 00:00:00.000","-83.22037","29.45714","1.4","6","gps","","7","2671-02021","grcaMigration-Ryder","50","0.0","101773.49463733206","297.58998148171645","-1.5405251685180918","0.0","-2.5194368466703385"
"3942427235","true","2016-10-13 00:00:00.000","-83.22022","29.45712","1.0","8","gps","","7","2671-02021","grcaMigration-Ryder","50","0.0","101810.82457687263","298.68168178216735","-3.642070288248247","0.0","-1.4352241253386"
"3942427236","true","2016-10-16 00:00:00.000","-83.22031","29.45695","1.4","6","gps","","7","2671-02021","grcaMigration-Ryder","50","0.0546875","101957.76744479722","298.86888237352423","-5.51323011690121","0.0","-2.0364997186095346"
"3942427237","true","2016-10-19 00:00:00.000","-83.22036","29.45706","1.1","6","gps","","7","2671-02021","grcaMigration-Ryder","50","0.0","101623.32463766994","298.4846315323998","-2.1687861231503653","0.0","-1.7568166563987897"
"3942427238","true","2016-10-25 00:00:00.000","-81.68326","22.30624","1.3","5","gps","","7","2671-02021","grcaMigration-Ryder","40","0.015625","101767.9921875","298.78290344188946","-4.804838495597609","0.2071990667624588","-5.2602566992072495"
"3942427239","true","2016-10-31 00:00:00.000","-81.67843","22.3115","4.3","5","gps","","7","2671-02021","grcaMigration-Ryder","40","8.328125","101487.4296875","298.0547761365937","-3.547358151376434","0.1282723125739396","-3.6921739780742615"
"3942427240","true","2016-11-15 00:00:00.000","-81.5437","22.69425","2.8","5","gps","","7","2671-02021","grcaMigration-Ryder","140","0.078125","100734.78003592898","298.142029123034","-0.7760182207393478","0.15654086289078734","-1.7897253951442655"
"3942427241","true","2016-12-13 00:00:00.000","-81.63831","22.67026","7.2","5","gps","","7","2671-02021","grcaMigration-Ryder","30","0.0","101468.87110675118","296.5054821026086","-0.04412794340949275","0.0584883187557221","1.3272183624957257"
"3942427242","true","2016-12-27 00:00:00.000","-82.48252","22.79966","2.2","5","gps","","7","2671-02021","grcaMigration-Ryder","140","0.0","101715.00842075363","298.52292918888173","-3.8694970327026263","0.27053924591450784","-1.1150378908520966"
"3942427243","true","2017-01-10 00:00:00.000","-82.41254","22.80781","2.2","4","gps","","7","2671-02021","grcaMigration-Ryder","140","0.0","102118.04738358273","295.3344601319068","-7.648380339404554","1.165579025661317","-3.8540785233900072"
"3942427244","true","2017-01-17 00:00:00.000","-82.4127","22.80844","1.2","6","gps","","7","2671-02021","grcaMigration-Ryder","140","0.0","101283.67920560653","297.1876230429849","-3.249086508134948","0.2416145140134802","-0.38005895381321725"
"3942427245","true","2016-08-06 00:00:00.000","-72.58596","42.23791","1.6","7","gps","","8","2651-43439","grcaMigration-Ryder","70","0.0","97917.98105672421","293.17982982530026","1.8287994373837229","0.0","3.558732468723371"
"3942427246","true","2016-08-18 00:00:00.000","-72.58578","42.23816","5.6","5","gps","","8","2651-43439","grcaMigration-Ryder","70","0.0","98454.62569524354","291.3516384485281","1.8679435376254803","0.0","-2.8317311672520553"
"3942427247","true","2016-08-23 00:00:00.000","-72.58609","42.23786","4.3","4","gps","","8","2651-43439","grcaMigration-Ryder","70","0.0","98692.21551660878","286.40072381246665","2.9928990174697545","0.0","-3.4273535141100466"
"3942427248","true","2016-08-26 00:00:00.000","-72.58595","42.23776","3.3","5","gps","","8","2651-43439","grcaMigration-Ryder","70","0.0","98363.7329929144","293.6375185238927","1.6674637755331385","0.0","4.374650930722964"
"3942427249","true","2016-08-29 00:00:00.000","-72.58602","42.23756","4.6","5","gps","","8","2651-43439","grcaMigration-Ryder","70","0.0","98830.31684002513","292.8902128188226","0.7174609584466494","0.0","3.768859144786349"
"3942427250","true","2016-09-01 00:00:00.000","-72.58623","42.23782","1.1","8","gps","","8","2651-43439","grcaMigration-Ryder","70","0.017595794","97991.55444434786","291.55632557569743","2.4999492749606755","0.0","2.511734155932905"
"3942427251","true","2016-09-13 00:00:00.000","-72.58604","42.23798","1.7","5","gps","","8","2651-43439","grcaMigration-Ryder","70","0.0","99026.05478055439","285.28875993678247","3.143310760687971","0.0","2.5381550229009835"
"3942427252","true","2016-09-16 00:00:00.000","-72.58596","42.23777","1.7","6","gps","","8","2651-43439","grcaMigration-Ryder","70","0.0","99233.39573554181","281.724681078265","-1.8424039361921192","0.0","-0.11859513724831658"
"3942427253","true","2016-09-19 00:00:00.000","-72.58647","42.23689","3.0","5","gps","","8","2651-43439","grcaMigration-Ryder","50","0.003428768","98452.966976952","293.64787978628857","1.1444303836266747","0.0","3.550217110179298"
"3942427254","true","2016-09-22 00:00:00.000","-72.58694","42.23703","1.5","7","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","98929.96947587885","286.96741079206913","0.17927410337163485","0.0","-1.9080539330631885"
"3942427255","true","2016-09-25 00:00:00.000","-72.58692","42.23701","1.4","6","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","98864.25113063613","284.1416551551778","0.6602304882507548","0.0","-3.435100717601837"
"3942427256","true","2016-09-28 00:00:00.000","-72.58686","42.23679","2.3","6","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","98187.20368450506","288.4029062013691","1.099681752850794","0.0","3.36007391451229"
"3942427257","true","2016-10-04 00:00:00.000","-79.85363","37.60096","1.7","6","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","95374.28082510382","288.9796198265157","-0.4541960717185884","0.0","-1.249195053581798"
"3942427258","true","2016-10-07 00:00:00.000","-83.72577","30.42597","3.3","5","gps","","8","2651-43439","grcaMigration-Ryder","100","0.0","101062.01644760347","296.9890243301199","-4.082493951437341","0.17335292091769783","-1.984703139987797"
"3942427259","true","2016-10-10 00:00:00.000","-83.60727","30.30025","1.9","5","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","101701.63605605441","291.75696279082405","-1.4825781153187703","0.0","-2.3485240267535357"
"3942427260","true","2016-10-13 00:00:00.000","-83.60734","30.30051","1.0","8","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","101654.13544656477","295.3564748837974","-3.129312571063875","0.0","-1.1272848182076185"
"3942427261","true","2016-10-16 00:00:00.000","-83.60707","30.30042","1.6","5","gps","","8","2651-43439","grcaMigration-Ryder","50","11.9765625","101794.43804590627","296.77298974696726","-4.57949538356698","0.0","1.3346883914053216"
"3942427262","true","2016-10-22 00:00:00.000","-83.60688","30.30048","2.2","5","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","100990.15380733501","289.07297820664405","1.4975170563932148","0.23603361514215598","-4.922266794133767"
"3942427263","true","2016-10-28 00:00:00.000","-83.60662","30.30051","4.4","4","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","102074.07236126102","294.0843369284434","-3.669913057312452","0.0","0.5490376540504354"
"3942427264","true","2016-11-15 00:00:00.000","-83.60681","30.30051","2.0","6","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","101434.15848176798","285.05539789146525","0.7035027192562004","0.15440500101896323","-0.2943199654957276"
"3942427265","true","2016-11-18 00:00:00.000","-83.60701","30.3005","2.6","6","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","101511.67064369762","285.8398988174949","-1.2124062709037045","0.0","0.8284645085542737"
"3942427266","true","2016-11-21 00:00:00.000","-83.60708","30.30015","1.2","7","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","101994.82852433405","278.2589774918738","2.832431541195879","0.2748084070288073","-3.2604559422295356"
"3942427267","true","2016-11-24 00:00:00.000","-83.60695","30.30021","4.7","5","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","102032.20207600988","287.86102245236384","1.7176053632094035","0.0","1.657578122110451"
"3942427268","true","2016-11-27 00:00:00.000","-83.60695","30.30075","5.2","5","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","101884.76063405574","283.06166211038436","0.7702048717198817","0.15737285794441483","-2.9149934730363003"
"3942427269","true","2016-11-30 00:00:00.000","-83.60723","30.30062","1.3","6","gps","","8","2651-43439","grcaMigration-Ryder","50","0.03125","101201.01822269693","292.9496672346174","0.21882556023155866","0.0","3.5661006501119417"
"3942427270","true","2016-12-03 00:00:00.000","-83.60682","30.30048","1.3","6","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","101936.50361087035","281.1535377935646","-0.87485330666769","0.1819064972966797","-2.3614557140031707"
"3942427271","true","2016-12-06 00:00:00.000","-83.6066","30.30022","6.5","6","gps","","8","2651-43439","grcaMigration-Ryder","50","14.53125","100927.75266780127","295.5368135969352","0.5901004265257715","0.0","5.562194618890693"
"3942427272","true","2016-12-09 00:00:00.000","-83.60762","30.30016","7.1","5","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","102135.63815429156","284.5118328157012","1.4617474027009394","0.2617298196981034","-3.330600808613332"
"3942427273","true","2016-12-15 00:00:00.000","-83.6072","30.30091","1.0","8","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0078125","101422.20757469116","292.00684842398954","1.1361292497554882","0.0","2.011905086694537"
"3942427274","true","2016-12-24 00:00:00.000","-83.60724","30.3003","2.3","6","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","102450.21171539839","286.5861419836324","-2.507726170430285","0.0","-0.6979713543941479"
"3942427275","true","2016-12-27 00:00:00.000","-83.60674","30.30055","5.2","6","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","102509.7193747012","292.03172026544513","-3.3763961574984585","0.0","-1.5038037723394204"
"3942427276","true","2016-12-30 00:00:00.000","-83.6066","30.30077","6.8","5","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","101712.5140547011","288.36249850309343","3.9196698106495877","0.20401069215878073","-5.341803614555276"
"3942427277","true","2017-01-05 00:00:00.000","-83.60675","30.30076","1.1","8","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","101054.42706012847","285.72008844241174","2.522640224551164","0.09783826024919047","-2.096508839053353"
"3942427278","true","2017-01-08 00:00:00.000","-83.6068","30.30031","1.1","8","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","102772.34855671914","278.47883130597734","2.514099806524348","0.47192298075919814","-4.045502116197468"
"3942427279","true","2017-01-11 00:00:00.000","-83.60679","30.30063","2.1","4","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","102784.95390752256","281.9704859230527","-2.583175261677206","0.0","2.3333312078151103"
"3942427280","true","2017-01-14 00:00:00.000","-83.60686","30.30065","1.9","5","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","102842.11762298731","289.1162986894544","-0.38741256794236373","0.0","-0.8226442159857978"
"3942427281","true","2017-01-17 00:00:00.000","-83.60666","30.30028","1.8","5","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","102110.56397922777","290.0051786154196","-1.278433848270583","0.0","0.7114980939801754"
"3942427282","true","2017-01-26 00:00:00.000","-83.60681","30.30026","8.4","4","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","101160.42921264344","288.38208864942374","0.4889247743207628","0.0","3.4115931173121683"
"3942427283","true","2017-01-29 00:00:00.000","-83.60669","30.30055","1.3","7","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0078125","101754.82859302362","279.7818365333213","2.5360090231586416","0.29819344449286617","-0.7173971463833462"
"3942427284","true","2017-02-01 00:00:00.000","-83.60648","30.30034","1.8","5","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","101978.00794638412","285.3874885556142","1.5297623865807712","0.0","3.429928013593068"
"3942427285","true","2017-02-04 00:00:00.000","-83.60637","30.30046","1.7","6","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","101970.63891184637","289.6622446804463","NaN","0.0","NaN"
"3942427286","true","2017-02-07 00:00:00.000","-83.60811","30.30031","2.9","6","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","101941.04398607531","287.73795948821913","NaN","0.0","NaN"
"3942427287","true","2017-02-10 00:00:00.000","-83.60702","30.30077","9.8","5","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","102089.3055001724","283.06938468328343","NaN","0.08106959686803511","NaN"
"3942427288","true","2017-02-13 00:00:00.000","-83.60656","30.30047","6.7","5","gps","","8","2651-43439","grcaMigration-Ryder","50","0.0","101796.55490588375","291.050550722296","NaN","0.0","NaN"
"3942427289","true","2016-07-13 00:00:00.000","-77.00121","38.97493","7.7","4","gps","","9","2651-47696","grcaMigration-Ryder","70","0.0390625","100766.80050832804","299.0127186628244","-2.3371453570588283","0.0","5.419387884649835"
"3942427290","true","2016-07-25 00:00:00.000","-77.00153","38.97507","1.5","5","gps","","9","2651-47696","grcaMigration-Ryder","70","0.0011738203","100544.24659433709","302.227692097403","-0.5221236531038598","0.0","2.577321674822463"
"3942427291","true","2016-08-06 00:00:00.000","-77.00179","38.97546","2.2","5","gps","","9","2651-47696","grcaMigration-Ryder","70","0.15625","100458.35856738315","297.2194428802933","0.755352704858717","0.0","3.870370159313567"
"3942427292","true","2016-08-18 00:00:00.000","-77.00267","38.97537","7.3","4","gps","","9","2651-47696","grcaMigration-Ryder","70","0.3203125","100758.41474516688","299.0693962072932","-0.2072486505973943","0.0","1.5498099821404274"
"3942427293","true","2016-08-26 00:00:00.000","-77.00122","38.9749","7.6","4","gps","","9","2651-47696","grcaMigration-Ryder","70","0.0","100805.83773273848","297.94366623440897","0.48354097305942023","0.0","3.3982026703122954"
"3942427294","true","2016-09-04 00:00:00.000","-77.00136","38.97494","4.8","4","gps","","9","2651-47696","grcaMigration-Ryder","70","0.0","101170.96626491427","293.7367643109286","-2.7547274332964644","0.0","-2.3216308949001148"
"3942427295","true","2016-09-07 00:00:00.000","-77.00285","38.9744","5.6","6","gps","","9","2651-47696","grcaMigration-Ryder","70","0.0","100812.39401247453","294.29134496839043","0.19508953647104402","0.0","-2.272223751434423"
"3942427296","true","2016-09-13 00:00:00.000","-77.00211","38.97521","4.6","5","gps","","9","2651-47696","grcaMigration-Ryder","70","0.0","101298.70247619443","291.1926705618459","-2.8752320660189965","0.0","2.2168907854868447"
"3942427297","true","2016-09-16 00:00:00.000","-77.00164","38.97501","1.5","6","gps","","9","2651-47696","grcaMigration-Ryder","70","0.0","101374.66554593496","293.0313395950428","-3.1801390371983054","0.0","0.8823984805691231"
"3942427298","true","2016-09-25 00:00:00.000","-77.00173","38.97519","2.2","6","gps","","9","2651-47696","grcaMigration-Ryder","70","0.0","101120.8883829135","293.3809750151099","-2.3791117702164604","0.0","-1.1939976137637014"
"3942427299","true","2016-09-28 00:00:00.000","-77.00036","38.97413","1.5","5","gps","","9","2651-47696","grcaMigration-Ryder","70","0.0","100496.37162636401","290.4895340257541","-1.6460973817726499","0.0","3.0526697178440054"
"3942427300","true","2016-10-04 00:00:00.000","-80.5033","36.2191","1.7","5","gps","","9","2651-47696","grcaMigration-Ryder","120","0.0","98087.93934250582","291.4495433805369","-2.1210872298759647","0.0","-1.0100523056798427"
"3942427301","true","2016-10-07 00:00:00.000","-85.29776","30.4776","1.6","5","gps","","9","2651-47696","grcaMigration-Ryder","30","0.0","100852.44558796572","296.7920309510269","-2.5998865797619155","0.0","-1.9864376546095528"
"3942427302","true","2016-10-10 00:00:00.000","-84.66825","30.45766","8.8","4","gps","","9","2651-47696","grcaMigration-Ryder","50","0.0","101512.9058770117","292.1656690660733","-1.3745466351089577","0.0","-1.8846473904460206"
"3942427303","true","2016-10-13 00:00:00.000","-84.67876","30.45661","0.9","9","gps","","9","2651-47696","grcaMigration-Ryder","100","0.0","101461.75269861486","292.889266751644","-2.645739350675519","0.0","-1.2180663774106673"
"3942427304","true","2016-10-16 00:00:00.000","-84.67888","30.4562","1.5","6","gps","","9","2651-47696","grcaMigration-Ryder","100","0.0","101525.80785742294","294.7481250403336","-2.650402641475649","0.0","1.1266967863868318"
"3942427305","true","2016-10-19 00:00:00.000","-84.67801","30.45676","1.3","5","gps","","9","2651-47696","grcaMigration-Ryder","100","0.0","101174.37640202342","294.8110959388522","0.154507388132759","0.0","2.313891206530216"
"3942427306","true","2016-10-22 00:00:00.000","-83.2399","22.94913","6.4","5","gps","","9","2651-47696","grcaMigration-Ryder","30","0.0","99571.03850480454","297.3194370703973","2.5410452699052146","0.4309335245445748","-3.0644818447293387"
"3942427307","true","2016-10-25 00:00:00.000","-83.28618","22.77699","9.2","5","gps","","9","2651-47696","grcaMigration-Ryder","40","0.0","100196.00800939875","294.6848699005855","-3.9555648983287752","0.38160514367718945","-2.424980632984414"
"3942427308","true","2016-11-22 00:00:00.000","-83.28605","22.77721","1.4","7","gps","","9","2651-47696","grcaMigration-Ryder","40","0.0","100204.78546634396","292.1610833594789","-1.5601039959828937","0.40138779896722016","-2.261096152818815"
"3942427309","true","2016-12-20 00:00:00.000","-83.28386","22.77887","2.8","5","gps","","9","2651-47696","grcaMigration-Ryder","40","0.0","100636.51347486179","295.9127305187268","-2.9423811112108957","0.1383529641074617","-1.483999254287544"
"3942427310","true","2016-12-27 00:00:00.000","-83.28342","22.77883","3.1","6","gps","","9","2651-47696","grcaMigration-Ryder","40","0.0","100591.81248590378","295.4368175378116","-3.1739791237929547","0.2143603722969295","-0.10382337818586146"
"3942427311","true","2017-01-03 00:00:00.000","-83.28669","22.77676","1.3","7","gps","","9","2651-47696","grcaMigration-Ryder","40","0.0","100336.01486895453","295.1783465303146","-1.5687720055378158","0.0","1.146922797703824"
"3942427312","true","2017-01-10 00:00:00.000","-83.28622","22.7765","2.3","5","gps","","9","2651-47696","grcaMigration-Ryder","40","0.0","101092.84439433368","291.91037949971775","-7.253941177699845","0.5168349258019963","-2.3889332567612898"
"3942427313","true","2017-01-17 00:00:00.000","-83.28523","22.77715","1.6","6","gps","","9","2651-47696","grcaMigration-Ryder","40","0.0","100255.58035891506","295.5251600182273","-2.4656019031915046","0.14039535634482259","-0.2904790681689058"
"3942427314","true","2017-01-24 00:00:00.000","-83.28474","22.77859","2.8","4","gps","","9","2651-47696","grcaMigration-Ryder","40","0.0","99584.36165859064","293.4673460294531","6.908632910232536","0.48288318562600757","-5.756244330788255"
"3942427315","true","2017-01-31 00:00:00.000","-83.28641","22.77698","5.7","4","gps","","9","2651-47696","grcaMigration-Ryder","40","0.0","100551.70644650154","290.7295834559726","-1.9119875244052658","0.3736474286039583","-1.8255365580398255"
"3942427316","true","2017-02-07 00:00:00.000","-83.2859","22.77612","2.0","6","gps","","9","2651-47696","grcaMigration-Ryder","30","0.0","100011.53393287494","294.0769045811194","NaN","0.16667207755568186","NaN"
"3942427317","true","2017-02-14 00:00:00.000","-83.28567","22.77639","3.2","6","gps","","9","2651-47696","grcaMigration-Ryder","40","0.0","100129.09927130736","292.2853619124557","NaN","0.2834237390093918","NaN"
"3942427318","true","2017-03-15 00:00:00.000","-83.28568","22.77717","2.2","6","gps","","9","2651-47696","grcaMigration-Ryder","40","0.0","100132.97820147542","294.3410864313004","NaN","0.3918934621086641","NaN"
"3942427319","true","2017-03-18 00:00:00.000","-83.28596","22.77705","1.7","7","gps","","9","2651-47696","grcaMigration-Ryder","40","0.0","100547.28258287426","294.2688926863736","NaN","0.42605084972508156","NaN"
"3942427320","true","2017-03-21 00:00:00.000","-83.28597","22.77702","2.6","6","gps","","9","2651-47696","grcaMigration-Ryder","40","0.0","100236.06418813927","295.4874917073485","NaN","0.3678157956960668","NaN"
"3942427321","true","2016-07-01 00:00:00.000","-76.96716","39.01589","1.1","8","gps","","10","2651-51815","grcaMigration-Ryder","70","0.0","100732.66395398777","296.6717298277412","-1.309595266680453","0.0","2.9352152158650484"
"3942427322","true","2016-07-13 00:00:00.000","-76.96758","39.01608","1.4","5","gps","","10","2651-51815","grcaMigration-Ryder","70","0.0390625","100737.35095077792","298.9620106570237","-2.193208270419412","0.0","5.291189041646785"
"3942427323","true","2016-08-06 00:00:00.000","-76.96574","39.01588","1.9","5","gps","","10","2651-51815","grcaMigration-Ryder","70","0.15625","100434.40173151244","297.17477615581356","0.7122878114436522","0.0","3.8166265900802094"
"3942427324","true","2016-08-18 00:00:00.000","-76.96779","39.01621","4.5","5","gps","","10","2651-51815","grcaMigration-Ryder","70","0.3203125","100731.50188178582","298.8703007541453","-0.18587556553156687","0.0","1.4401998580782909"
"3942427325","true","2016-08-23 00:00:00.000","-76.96682","39.0157","5.7","5","gps","","10","2651-51815","grcaMigration-Ryder","70","0.0","101227.61965128811","292.1677726114816","-0.12588209452201682","0.0","-2.19053040494382"
"3942427326","true","2016-08-29 00:00:00.000","-76.96706","39.01629","4.2","5","gps","","10","2651-51815","grcaMigration-Ryder","70","0.0","101231.38688950811","295.71923431325536","-3.013588498623286","0.0","2.2868577502784397"
"3942427327","true","2016-09-01 00:00:00.000","-76.9668","39.01604","2.3","6","gps","","10","2651-51815","grcaMigration-Ryder","70","0.009783294","100321.53926207218","299.1784974252374","-0.5942328799503759","0.0","2.8126432405567963"
"3942427328","true","2016-09-04 00:00:00.000","-76.96702","39.016","2.4","6","gps","","10","2651-51815","grcaMigration-Ryder","70","0.0","101137.78679682054","293.57017280164797","-2.828051372508134","0.0","-2.5779512565483045"
"3942427329","true","2016-09-07 00:00:00.000","-76.96687","39.01611","5.7","5","gps","","10","2651-51815","grcaMigration-Ryder","70","0.0","100785.55805744533","294.277330937031","0.1021930565750743","0.0","-2.1877800586740133"
"3942427330","true","2016-09-13 00:00:00.000","-76.96709","39.01606","4.7","4","gps","","10","2651-51815","grcaMigration-Ryder","70","0.0","101272.08648793919","291.2443615953207","-2.85004632410545","0.0","2.154328712671978"
"3942427331","true","2016-09-16 00:00:00.000","-76.96702","39.01604","1.5","6","gps","","10","2651-51815","grcaMigration-Ryder","70","0.0","101347.07401920063","292.9960140985532","-3.133852056266308","0.0","0.8850813857814913"
"3942427332","true","2016-09-25 00:00:00.000","-76.96692","39.01601","1.7","5","gps","","10","2651-51815","grcaMigration-Ryder","70","0.0","101094.03125063473","293.28146777919983","-2.396872992517999","0.0","-1.231700303335925"
"3942427333","true","2016-10-01 00:00:00.000","-76.96678","39.01636","1.5","7","gps","","10","2651-51815","grcaMigration-Ryder","70","0.75","101127.90674234006","291.9430147792292","-4.791560270253185","0.0","-1.9379691398641734"
"3942427334","true","2016-10-04 00:00:00.000","-76.96762","39.01612","9.4","4","gps","","10","2651-51815","grcaMigration-Ryder","70","0.0","100993.92228015083","290.33542926290284","0.24881271100745794","0.0","-2.521978428229034"
"3942427335","true","2016-10-07 00:00:00.000","-76.96724","39.01599","1.4","6","gps","","10","2651-51815","grcaMigration-Ryder","70","0.0","101537.82128642047","289.06517272533597","-2.7808411526081187","0.0","-0.5238911439660545"
"3942427336","true","2016-10-10 00:00:00.000","-76.96728","39.01599","1.6","6","gps","","10","2651-51815","grcaMigration-Ryder","70","0.0","101139.70689299334","283.9847165271593","1.152493328231408","0.0","-7.030596362843177"
"3942427337","true","2016-10-13 00:00:00.000","-78.18555","38.29869","1.4","5","gps","","10","2651-51815","grcaMigration-Ryder","70","0.0","99272.50584895672","286.0771108121393","0.15536717440443099","0.0","5.011946021476113"
"3942427338","true","2016-10-19 00:00:00.000","-91.58638","30.31979","1.3","6","gps","","10","2651-51815","grcaMigration-Ryder","50","0.0","101435.67304380529","297.59325475243","-0.7552979218232628","0.0","1.1960696316837158"
"3942427339","true","2016-10-22 00:00:00.000","-92.86401","29.90492","2.0","6","gps","","10","2651-51815","grcaMigration-Ryder","170","0.0","102068.65625","287.8115876583206","0.08849080805486029","0.8177325136840966","-2.7098618338414946"
"3942427340","true","2016-10-25 00:00:00.000","-92.86379","29.90496","2.4","5","gps","","10","2651-51815","grcaMigration-Ryder","170","0.0","102267.9921875","294.29832031371404","-0.8940983672646785","0.08764854777420596","0.17326426696086572"
"3942427341","true","2016-10-28 00:00:00.000","-92.86403","29.90511","2.0","5","gps","","10","2651-51815","grcaMigration-Ryder","170","0.046875","102131.171875","296.5407326208643","-1.9455240243718577","0.06270591166591599","-1.0916110042777343"
"3942427342","true","2016-10-31 00:00:00.000","-92.86411","29.90518","1.0","8","gps","","10","2651-51815","grcaMigration-Ryder","170","0.0","101987.4296875","295.3566263256051","-1.3332657785563424","0.040338784376909374","0.5306459170951014"
"3942427343","true","2016-11-15 00:00:00.000","-92.86387","29.90513","1.9","6","gps","","10","2651-51815","grcaMigration-Ryder","170","0.0","101835.03125","289.10663783103865","-0.20188830705089872","0.2300709352096853","0.3134950245022844"
"3942427344","true","2016-11-18 00:00:00.000","-92.86397","29.90512","2.3","5","gps","","10","2651-51815","grcaMigration-Ryder","170","0.0","101590.15625","294.9819154299297","-1.8961011216040182","0.0","3.9218321870262676"
"3942427345","true","2016-11-21 00:00:00.000","-92.86401","29.90507","3.1","5","gps","","10","2651-51815","grcaMigration-Ryder","170","0.0","102551.640625","282.2372302382498","-1.7011741581329214","0.631661196327875","-1.750421001444987"
"3942427346","true","2016-11-24 00:00:00.000","-92.864","29.905","1.0","8","gps","","10","2651-51815","grcaMigration-Ryder","170","0.0","102010.640625","293.631869015865","0.7208000914921413","0.04645483130731684","1.4016632854637034"
"3942427347","true","2016-11-27 00:00:00.000","-92.86414","29.90503","3.1","6","gps","","10","2651-51815","grcaMigration-Ryder","170","0.0","102463.3046875","287.3936862133078","-1.0373970869470002","0.285330805892648","-2.272705707053738"
