event-id,visible,timestamp,location-long,location-lat,comments,gps:hdop,gps:satellite-count,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
3957847223,true,2016-11-30 23:00:05.000,-82.3133,30.95722,"5/6",6.1,,"gps",,"1456","2651-52456","grcaMigration-Ryder"
3957847224,true,2016-12-06 23:00:10.000,-82.31342,30.95754,"6/6",5.8,,"gps",,"1456","2651-52456","grcaMigration-Ryder"
3957847225,true,2016-12-09 23:00:06.000,-82.31374,30.95727,"7/7",1.5,,"gps",,"1456","2651-52456","grcaMigration-Ryder"
3957847226,true,2016-12-12 23:00:09.000,-82.31368,30.95735,"5/5",4.5,,"gps",,"1456","2651-52456","grcaMigration-Ryder"
3957847227,true,2016-12-15 23:00:10.000,-82.31386,30.95719,"5/5",2.9,,"gps",,"1456","2651-52456","grcaMigration-Ryder"
3957847228,true,2016-12-18 23:00:07.000,-82.3138,30.95726,"4/4",2.7,,"gps",,"1456","2651-52456","grcaMigration-Ryder"
3957847229,true,2016-12-21 23:00:09.000,-82.3139,30.95722,"6/6",2.4,,"gps",,"1456","2651-52456","grcaMigration-Ryder"
3957847230,true,2016-12-24 23:00:04.000,-82.3137,30.95727,"6/6",1.7,,"gps",,"1456","2651-52456","grcaMigration-Ryder"
3957847231,true,2016-12-27 23:00:10.000,-82.31366,30.95734,"4/5",2.3,,"gps",,"1456","2651-52456","grcaMigration-Ryder"
3957847232,true,2016-12-30 23:00:08.000,-82.31358,30.95739,"7/7",2.2,,"gps",,"1456","2651-52456","grcaMigration-Ryder"
3957847233,true,2017-01-02 23:00:09.000,-82.31374,30.95744,"5/5",3.9,,"gps",,"1456","2651-52456","grcaMigration-Ryder"
3957847234,true,2017-01-05 23:00:06.000,-82.31281,30.95684,"4/4",6.3,,"gps",,"1456","2651-52456","grcaMigration-Ryder"
3957847235,true,2017-01-08 23:00:09.000,-82.31537,30.96271,"4/4",159.3,,"gps",,"1456","2651-52456","grcaMigration-Ryder"
3957847236,true,2017-01-17 23:00:07.000,-82.31346,30.95722,"4/4",4.3,,"gps",,"1456","2651-52456","grcaMigration-Ryder"
3957847237,true,2016-07-01 23:00:08.000,-84.2816,33.80894,"7/7",1.5,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847238,true,2016-07-13 23:00:06.000,-84.28312,33.80779,"4/4",6.2,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847239,true,2016-07-25 23:00:07.000,-84.28306,33.80739,"5/5",1.9,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847240,true,2016-08-06 23:00:06.000,-84.21731,33.80791,"3/3",4.0,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847241,true,2016-08-18 23:00:10.000,-84.27975,33.80776,"6/6",3.5,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847242,true,2016-08-23 23:00:10.000,-84.28162,33.80835,"5/5",5.6,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847243,true,2016-08-26 23:00:06.000,-84.27765,33.80132,"3/3",7.7,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847244,true,2016-09-01 23:00:10.000,-84.28187,33.80894,"4/4",7.5,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847245,true,2016-09-04 23:00:10.000,-84.26894,33.82566,"3/3",3.5,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847246,true,2016-09-10 23:00:10.000,-84.2815,33.80769,"4/4",18.8,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847247,true,2016-09-13 23:00:08.000,-84.26783,33.81398,"3/3",3.3,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847248,true,2016-09-16 23:00:10.000,-84.28111,33.80797,"6/6",2.2,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847249,true,2016-09-19 23:00:09.000,-84.28135,33.80825,"5/5",2.2,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847250,true,2016-09-22 23:00:07.000,-84.28174,33.80875,"4/4",3.0,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847251,true,2016-09-25 23:00:08.000,-84.28196,33.80867,"8/8",1.3,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847252,true,2016-09-28 23:00:10.000,-84.28195,33.80859,"8/9",1.2,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847253,true,2016-10-04 23:00:08.000,-84.28337,33.81111,"6/6",1.6,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847254,true,2016-10-07 23:00:08.000,-85.21865,31.19884,"8/8",1.0,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847255,true,2016-10-10 23:00:07.000,-82.41154,27.18286,"6/7",1.3,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847256,true,2016-10-13 23:00:10.000,-81.20875,26.10317,"6/7",1.3,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847257,true,2016-10-16 23:00:10.000,-81.09113,25.32705,"3/4",17.1,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847258,true,2016-10-19 23:00:10.000,-81.05782,25.54184,"4/5",5.0,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847259,true,2016-10-22 23:00:10.000,-81.0857,25.5357,"3/4",4.0,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847260,true,2016-10-25 23:00:06.000,-81.03738,25.48976,"3/4",4.4,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847261,true,2016-10-28 23:00:08.000,-81.0549,25.54032,"5/6",3.0,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847262,true,2016-10-31 23:00:06.000,-81.05492,25.54013,"5/6",6.5,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847263,true,2016-11-15 23:00:08.000,-81.05517,25.54014,"5/6",2.8,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847264,true,2016-11-21 23:00:07.000,-81.05504,25.53997,"4/4",8.9,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847265,true,2016-11-24 23:00:10.000,-81.0549,25.54005,"6/6",1.2,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847266,true,2016-11-27 23:00:10.000,-81.0551,25.54016,"5/6",3.6,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847267,true,2016-12-06 23:00:10.000,-81.05515,25.54,"5/5",1.3,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847268,true,2016-12-12 23:00:10.000,-81.05521,25.53988,"4/4",9.4,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847269,true,2016-12-15 23:00:08.000,-81.05482,25.54064,"4/4",4.5,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847270,true,2016-12-18 23:00:10.000,-81.01912,25.57489,"3/3",3.1,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847271,true,2016-12-24 23:00:10.000,-81.05562,25.53911,"4/4",10.7,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847272,true,2016-12-27 23:00:10.000,-81.02239,25.518,"3/3",3.1,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847273,true,2016-12-30 23:00:10.000,-81.05534,25.54027,"4/4",18.3,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847274,true,2017-01-02 23:00:10.000,-81.05601,25.54253,"4/4",75.9,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847275,true,2017-01-05 23:00:10.000,-81.0518,25.51967,"3/4",4.1,,"gps",,"1401","2651-52455","grcaMigration-Ryder"
3957847276,true,2016-07-25 23:00:09.000,-77.03973,39.05369,"5/5",4.3,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847277,true,2016-08-06 23:00:07.000,-77.77136,38.37697,"6/6",1.8,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847278,true,2016-08-18 23:00:10.000,-77.77306,38.37834,"3/4",4.7,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847279,true,2016-08-23 23:00:04.000,-77.77159,38.37833,"6/6",3.4,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847280,true,2016-08-26 23:00:10.000,-77.7713,38.37843,"8/8",1.2,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847281,true,2016-08-29 23:00:10.000,-77.77138,38.37829,"6/6",2.6,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847282,true,2016-09-01 23:00:09.000,-77.7718,38.37846,"5/5",3.9,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847283,true,2016-09-04 23:00:09.000,-77.77136,38.37828,"7/7",1.2,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847284,true,2016-09-07 23:00:06.000,-77.7715,38.37838,"4/4",7.7,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847285,true,2016-09-10 23:00:07.000,-77.77144,38.37859,"5/6",2.8,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847286,true,2016-09-13 23:00:09.000,-77.7714,38.37868,"5/6",1.4,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847287,true,2016-09-16 23:00:06.000,-77.77153,38.37835,"5/5",2.1,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847288,true,2016-09-19 23:00:04.000,-77.77127,38.37811,"7/7",1.6,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847289,true,2016-09-22 23:00:09.000,-77.77135,38.37833,"5/6",1.5,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847290,true,2016-09-25 23:00:07.000,-77.77135,38.37839,"4/5",1.6,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847291,true,2016-09-28 23:00:05.000,-77.77061,38.37494,"5/6",2.0,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847292,true,2016-10-01 23:00:08.000,-77.77087,38.37735,"4/5",2.0,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847293,true,2016-10-04 23:00:05.000,-82.77711,32.98723,"5/6",1.5,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847294,true,2016-10-07 23:00:08.000,-83.67005,30.5289,"7/7",1.0,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847295,true,2016-10-10 23:00:09.000,-83.67254,30.52679,"6/6",1.7,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847296,true,2016-10-13 23:00:04.000,-83.67267,30.52686,"6/7",2.0,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847297,true,2016-10-16 23:00:07.000,-83.3674,29.90245,"5/6",2.3,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847298,true,2016-10-19 23:00:08.000,-83.36677,29.90226,"7/8",1.0,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847299,true,2016-10-22 23:00:07.000,-81.02993,22.92661,"5/6",1.3,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847300,true,2016-10-25 23:00:06.000,-82.04097,22.93806,"7/8",1.2,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847301,true,2016-10-28 23:00:07.000,-82.04095,22.93796,"7/8",1.2,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847302,true,2016-10-31 23:00:05.000,-82.04098,22.93816,"6/6",3.6,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847303,true,2016-11-15 23:00:07.000,-82.0409,22.93794,"5/6",3.0,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847304,true,2016-11-22 23:00:10.000,-82.03931,22.93751,"4/4",26.2,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847305,true,2016-11-29 23:00:08.000,-82.04093,22.93788,"4/5",1.4,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847306,true,2016-12-06 23:00:08.000,-82.04113,22.93816,"5/5",3.3,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847307,true,2016-12-13 23:00:06.000,-82.14632,22.96805,"3/3",2.4,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847308,true,2016-12-20 23:00:05.000,-82.0404,22.93774,"6/6",7.2,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847309,true,2016-12-27 23:00:08.000,-82.04097,22.93794,"7/8",1.5,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847310,true,2017-01-03 23:00:06.000,-82.04222,22.94232,"6/6",3.5,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847311,true,2017-01-10 23:00:06.000,-82.04094,22.93792,"9/9",0.9,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847312,true,2017-01-17 23:00:09.000,-82.04094,22.93784,"5/6",1.4,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847313,true,2017-01-24 23:00:08.000,-82.04089,22.93795,"6/7",1.4,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847314,true,2017-01-31 23:00:07.000,-82.04198,22.94109,"5/5",3.9,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847315,true,2017-02-07 23:00:06.000,-82.04268,22.94188,"4/5",5.2,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847316,true,2017-02-14 23:00:07.000,-82.04512,22.96331,"3/3",2.3,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847317,true,2017-03-15 23:00:07.000,-82.04123,22.93921,"5/6",2.0,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847318,true,2017-03-18 23:00:07.000,-82.04085,22.93934,"7/8",1.5,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847319,true,2017-03-21 23:00:10.000,-82.03918,22.94098,"4/5",37.5,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847320,true,2017-03-24 23:00:09.000,-82.04052,22.93888,"5/6",2.1,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3957847321,true,2017-03-27 23:00:10.000,-82.04172,22.93953,"4/5",4.4,,"gps",,"41144","2671-02020","grcaMigration-Ryder"
3959675114,true,2016-11-01 00:00:00.000,-98.7918402593065,28.21597585545862,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675112,true,2016-11-02 00:00:00.000,-98.11381544430797,27.021864350259612,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675138,true,2016-11-03 00:00:00.000,-97.47384219260985,27.43533389614933,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675125,true,2016-11-04 00:00:00.000,-97.47861187677617,29.46534801994868,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675127,true,2016-11-05 00:00:00.000,-96.35657012405221,31.300426244425914,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675149,true,2016-11-06 00:00:00.000,-93.36627351177415,30.46960376099601,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675122,true,2016-11-07 00:00:00.000,-92.14359889187607,30.250908261018886,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675102,true,2016-11-08 00:00:00.000,-97.48403002574092,30.302238821560135,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675065,true,2016-11-09 00:00:00.000,-81.18416415376988,23.013843852760118,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675110,true,2016-11-10 00:00:00.000,-81.48284637363821,30.521071407392398,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675134,true,2016-11-11 00:00:00.000,-82.34168226571492,29.134284794730835,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675099,true,2016-11-12 00:00:00.000,-84.63451500121164,29.94649393324197,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675095,true,2016-11-13 00:00:00.000,-97.56461904507876,25.92942109283112,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675150,true,2016-11-14 00:00:00.000,-81.86155009688201,30.01727811013648,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675120,true,2016-11-15 00:00:00.000,-81.55118560554783,26.1447707234665,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675097,true,2016-11-16 00:00:00.000,-82.41750026742261,28.398102497005297,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675113,true,2016-11-17 00:00:00.000,-97.1855535428405,28.498628560863814,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675081,true,2016-11-18 00:00:00.000,-94.20515360030532,30.557210141032385,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675146,true,2016-11-19 00:00:00.000,-83.51177198922497,29.78408741854995,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675143,true,2016-11-20 00:00:00.000,-95.6862931040645,30.26699332863947,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675126,true,2016-11-21 00:00:00.000,-82.58746602004692,30.81793816754231,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675096,true,2016-11-22 00:00:00.000,-98.44378439153733,27.10248093739725,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675118,true,2016-11-23 00:00:00.000,-97.77384692317379,27.402079017624338,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675101,true,2016-11-24 00:00:00.000,-98.27261887378597,24.202418903762656,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675076,true,2016-11-25 00:00:00.000,-90.16814184890004,30.302857798376525,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675082,true,2016-11-26 00:00:00.000,-97.73838965166237,27.286728982437012,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675074,true,2016-11-27 00:00:00.000,-93.14779495803579,30.347226643289403,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675073,true,2016-11-28 00:00:00.000,-82.71065401314819,29.747336912948867,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675062,true,2016-11-29 00:00:00.000,-98.58000260964671,25.510620085398386,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675083,true,2016-11-30 00:00:00.000,-86.6733710824908,31.13200091439368,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675069,true,2016-12-01 00:00:00.000,-95.48041100267218,30.296862466808093,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675088,true,2016-12-02 00:00:00.000,-98.94155272553806,29.81285352471857,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675139,true,2016-12-03 00:00:00.000,-90.69380358821498,30.707066830359953,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675137,true,2016-12-04 00:00:00.000,-80.68996941809824,27.42627071599242,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675100,true,2016-12-05 00:00:00.000,-98.684303590531,23.079309804670782,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675078,true,2016-12-06 00:00:00.000,-93.40507123951218,30.744529929799924,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675142,true,2016-12-07 00:00:00.000,-81.96553133633056,30.55528930955537,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675106,true,2016-12-08 00:00:00.000,-95.46995341738987,29.858803842282924,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675130,true,2016-12-09 00:00:00.000,-93.32872924895575,30.67052738138362,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675147,true,2016-12-10 00:00:00.000,-81.28202237705707,22.60906733124834,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675108,true,2016-12-11 00:00:00.000,-95.74099824807985,30.536725135584412,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675063,true,2016-12-12 00:00:00.000,-81.17865946790829,27.293991568765975,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675084,true,2016-12-13 00:00:00.000,-98.4147481319052,29.005021939660345,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675135,true,2016-12-14 00:00:00.000,-80.85906311659598,25.4256846415608,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675121,true,2016-12-15 00:00:00.000,-82.04443568244022,28.521895207440036,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675119,true,2016-12-16 00:00:00.000,-80.79817787168007,26.708777333497675,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675145,true,2016-12-17 00:00:00.000,-98.45985896798615,28.483258262828574,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675104,true,2016-12-18 00:00:00.000,-86.008733209684,31.164529010631547,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675115,true,2016-12-19 00:00:00.000,-91.14758009419482,30.742185171183095,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675092,true,2016-12-20 00:00:00.000,-98.28789930339799,28.5982111989361,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675116,true,2016-12-21 00:00:00.000,-98.21250451813535,29.936350236834052,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675067,true,2016-12-22 00:00:00.000,-94.39513175510214,30.773287858480835,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675098,true,2016-12-23 00:00:00.000,-81.33311234007861,28.440886882224973,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675105,true,2016-12-24 00:00:00.000,-94.29414712552138,30.177376722526773,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675085,true,2016-12-25 00:00:00.000,-97.24274033439929,28.827750994896768,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675090,true,2016-12-26 00:00:00.000,-97.04302909331537,29.301254075597004,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675066,true,2016-12-27 00:00:00.000,-96.18275813549242,31.13425373389417,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675077,true,2016-12-28 00:00:00.000,-95.26690351289693,29.37547184544085,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675124,true,2016-12-29 00:00:00.000,-83.5642260812848,22.408298359414953,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675129,true,2016-12-30 00:00:00.000,-98.13486731052426,27.750193095270497,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675109,true,2016-12-31 00:00:00.000,-82.05523786331855,22.701500722325978,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675132,true,2017-01-01 00:00:00.000,-93.79456881283018,30.010362887259554,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675148,true,2017-01-02 00:00:00.000,-84.37704752153685,30.324301660354877,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675091,true,2017-01-03 00:00:00.000,-98.05073133983521,22.908079706985024,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675061,true,2017-01-04 00:00:00.000,-98.79332208994143,29.896241397445472,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675152,true,2017-01-05 00:00:00.000,-98.97270623138897,22.163833018877618,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675123,true,2017-01-06 00:00:00.000,-98.18530293526288,30.068757658603484,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675068,true,2017-01-07 00:00:00.000,-81.25317343564494,29.181029248224753,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675089,true,2017-01-08 00:00:00.000,-91.32169320475394,30.135787838531165,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675087,true,2017-01-09 00:00:00.000,-83.07587205098066,30.210541784671108,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675060,true,2017-01-10 00:00:00.000,-92.03415476329842,29.823166763402696,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675151,true,2017-01-11 00:00:00.000,-80.98411753092363,26.41380604262783,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675093,true,2017-01-12 00:00:00.000,-81.20889298183093,22.164034422932325,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675133,true,2017-01-13 00:00:00.000,-95.12497862260382,30.31619352456243,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675117,true,2017-01-14 00:00:00.000,-94.35524226388777,30.45718398027335,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675136,true,2017-01-15 00:00:00.000,-81.65379080843829,27.95871726870366,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675080,true,2017-01-16 00:00:00.000,-97.41357825710352,29.464347545353032,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675103,true,2017-01-17 00:00:00.000,-82.64583732886376,31.110692720808537,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675111,true,2017-01-18 00:00:00.000,-81.96362337257717,27.070769651870258,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675140,true,2017-01-19 00:00:00.000,-98.48482278002444,22.038634220776565,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675079,true,2017-01-20 00:00:00.000,-92.69625884076056,29.974607359267594,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675131,true,2017-01-21 00:00:00.000,-96.50864443569056,28.787070611808225,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675075,true,2017-01-22 00:00:00.000,-88.66655083645097,30.69253901638271,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675107,true,2017-01-23 00:00:00.000,-82.81424866403943,30.101123806934368,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675070,true,2017-01-24 00:00:00.000,-98.47186181486009,29.6938014431205,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675141,true,2017-01-25 00:00:00.000,-81.36271491154193,22.374588374197227,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675071,true,2017-01-26 00:00:00.000,-93.49529449488364,30.36296304293201,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675144,true,2017-01-27 00:00:00.000,-80.54219688307401,25.26616469014275,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675072,true,2017-01-28 00:00:00.000,-80.874376650897,22.77077348837043,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675094,true,2017-01-29 00:00:00.000,-98.69656248029929,29.55656510883648,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675128,true,2017-01-30 00:00:00.000,-89.46071520895117,31.22428183035872,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675086,true,2017-01-31 00:00:00.000,-82.26283242661171,29.625686496860823,,,,"gps",,"0","0","grcaMigration-Ryder"
3959675064,true,2017-02-01 00:00:00.000,-98.3867363515728,28.98724263625801,,,,"gps",,"0","0","grcaMigration-Ryder"
