"event-id","visible","timestamp","location-long","location-lat","gps:hdop","gps:satellite-count","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name","GlobCover 2009 2009 Land-Cover Classification"
"3942427245","true","2016-08-06 00:00:00.000","-72.58596","42.23791","1.6","7","gps","","8","2651-43439","grcaMigration-Ryder","70"
"3942427246","true","2016-08-18 00:00:00.000","-72.58578","42.23816","5.6","5","gps","","8","2651-43439","grcaMigration-Ryder","70"
"3942427247","true","2016-08-23 00:00:00.000","-72.58609","42.23786","4.3","4","gps","","8","2651-43439","grcaMigration-Ryder","70"
"3942427248","true","2016-08-26 00:00:00.000","-72.58595","42.23776","3.3","5","gps","","8","2651-43439","grcaMigration-Ryder","70"
"3942427249","true","2016-08-29 00:00:00.000","-72.58602","42.23756","4.6","5","gps","","8","2651-43439","grcaMigration-Ryder","70"
"3942427250","true","2016-09-01 00:00:00.000","-72.58623","42.23782","1.1","8","gps","","8","2651-43439","grcaMigration-Ryder","70"
"3942427251","true","2016-09-13 00:00:00.000","-72.58604","42.23798","1.7","5","gps","","8","2651-43439","grcaMigration-Ryder","70"
"3942427252","true","2016-09-16 00:00:00.000","-72.58596","42.23777","1.7","6","gps","","8","2651-43439","grcaMigration-Ryder","70"
"3942427253","true","2016-09-19 00:00:00.000","-72.58647","42.23689","3.0","5","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427254","true","2016-09-22 00:00:00.000","-72.58694","42.23703","1.5","7","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427255","true","2016-09-25 00:00:00.000","-72.58692","42.23701","1.4","6","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427256","true","2016-09-28 00:00:00.000","-72.58686","42.23679","2.3","6","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427257","true","2016-10-04 00:00:00.000","-79.85363","37.60096","1.7","6","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427258","true","2016-10-07 00:00:00.000","-83.72577","30.42597","3.3","5","gps","","8","2651-43439","grcaMigration-Ryder","100"
"3942427259","true","2016-10-10 00:00:00.000","-83.60727","30.30025","1.9","5","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427260","true","2016-10-13 00:00:00.000","-83.60734","30.30051","1.0","8","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427261","true","2016-10-16 00:00:00.000","-83.60707","30.30042","1.6","5","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427262","true","2016-10-22 00:00:00.000","-83.60688","30.30048","2.2","5","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427263","true","2016-10-28 00:00:00.000","-83.60662","30.30051","4.4","4","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427264","true","2016-11-15 00:00:00.000","-83.60681","30.30051","2.0","6","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427265","true","2016-11-18 00:00:00.000","-83.60701","30.3005","2.6","6","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427266","true","2016-11-21 00:00:00.000","-83.60708","30.30015","1.2","7","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427267","true","2016-11-24 00:00:00.000","-83.60695","30.30021","4.7","5","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427268","true","2016-11-27 00:00:00.000","-83.60695","30.30075","5.2","5","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427269","true","2016-11-30 00:00:00.000","-83.60723","30.30062","1.3","6","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427270","true","2016-12-03 00:00:00.000","-83.60682","30.30048","1.3","6","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427271","true","2016-12-06 00:00:00.000","-83.6066","30.30022","6.5","6","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427272","true","2016-12-09 00:00:00.000","-83.60762","30.30016","7.1","5","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427273","true","2016-12-15 00:00:00.000","-83.6072","30.30091","1.0","8","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427274","true","2016-12-24 00:00:00.000","-83.60724","30.3003","2.3","6","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427275","true","2016-12-27 00:00:00.000","-83.60674","30.30055","5.2","6","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427276","true","2016-12-30 00:00:00.000","-83.6066","30.30077","6.8","5","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427277","true","2017-01-05 00:00:00.000","-83.60675","30.30076","1.1","8","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427278","true","2017-01-08 00:00:00.000","-83.6068","30.30031","1.1","8","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427279","true","2017-01-11 00:00:00.000","-83.60679","30.30063","2.1","4","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427280","true","2017-01-14 00:00:00.000","-83.60686","30.30065","1.9","5","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427281","true","2017-01-17 00:00:00.000","-83.60666","30.30028","1.8","5","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427282","true","2017-01-26 00:00:00.000","-83.60681","30.30026","8.4","4","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427283","true","2017-01-29 00:00:00.000","-83.60669","30.30055","1.3","7","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427284","true","2017-02-01 00:00:00.000","-83.60648","30.30034","1.8","5","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427285","true","2017-02-04 00:00:00.000","-83.60637","30.30046","1.7","6","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427286","true","2017-02-07 00:00:00.000","-83.60811","30.30031","2.9","6","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427287","true","2017-02-10 00:00:00.000","-83.60702","30.30077","9.8","5","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427288","true","2017-02-13 00:00:00.000","-83.60656","30.30047","6.7","5","gps","","8","2651-43439","grcaMigration-Ryder","50"
"3942427289","true","2016-07-13 00:00:00.000","-77.00121","38.97493","7.7","4","gps","","9","2651-47696","grcaMigration-Ryder","70"
"3942427290","true","2016-07-25 00:00:00.000","-77.00153","38.97507","1.5","5","gps","","9","2651-47696","grcaMigration-Ryder","70"
"3942427291","true","2016-08-06 00:00:00.000","-77.00179","38.97546","2.2","5","gps","","9","2651-47696","grcaMigration-Ryder","70"
"3942427292","true","2016-08-18 00:00:00.000","-77.00267","38.97537","7.3","4","gps","","9","2651-47696","grcaMigration-Ryder","70"
"3942427293","true","2016-08-26 00:00:00.000","-77.00122","38.9749","7.6","4","gps","","9","2651-47696","grcaMigration-Ryder","70"
"3942427294","true","2016-09-04 00:00:00.000","-77.00136","38.97494","4.8","4","gps","","9","2651-47696","grcaMigration-Ryder","70"
"3942427295","true","2016-09-07 00:00:00.000","-77.00285","38.9744","5.6","6","gps","","9","2651-47696","grcaMigration-Ryder","70"
"3942427296","true","2016-09-13 00:00:00.000","-77.00211","38.97521","4.6","5","gps","","9","2651-47696","grcaMigration-Ryder","70"
"3942427297","true","2016-09-16 00:00:00.000","-77.00164","38.97501","1.5","6","gps","","9","2651-47696","grcaMigration-Ryder","70"
"3942427298","true","2016-09-25 00:00:00.000","-77.00173","38.97519","2.2","6","gps","","9","2651-47696","grcaMigration-Ryder","70"
"3942427299","true","2016-09-28 00:00:00.000","-77.00036","38.97413","1.5","5","gps","","9","2651-47696","grcaMigration-Ryder","70"
"3942427300","true","2016-10-04 00:00:00.000","-80.5033","36.2191","1.7","5","gps","","9","2651-47696","grcaMigration-Ryder","120"
"3942427301","true","2016-10-07 00:00:00.000","-85.29776","30.4776","1.6","5","gps","","9","2651-47696","grcaMigration-Ryder","30"
"3942427302","true","2016-10-10 00:00:00.000","-84.66825","30.45766","8.8","4","gps","","9","2651-47696","grcaMigration-Ryder","50"
"3942427303","true","2016-10-13 00:00:00.000","-84.67876","30.45661","0.9","9","gps","","9","2651-47696","grcaMigration-Ryder","100"
"3942427304","true","2016-10-16 00:00:00.000","-84.67888","30.4562","1.5","6","gps","","9","2651-47696","grcaMigration-Ryder","100"
"3942427305","true","2016-10-19 00:00:00.000","-84.67801","30.45676","1.3","5","gps","","9","2651-47696","grcaMigration-Ryder","100"
"3942427306","true","2016-10-22 00:00:00.000","-83.2399","22.94913","6.4","5","gps","","9","2651-47696","grcaMigration-Ryder","30"
"3942427307","true","2016-10-25 00:00:00.000","-83.28618","22.77699","9.2","5","gps","","9","2651-47696","grcaMigration-Ryder","40"
"3942427308","true","2016-11-22 00:00:00.000","-83.28605","22.77721","1.4","7","gps","","9","2651-47696","grcaMigration-Ryder","40"
"3942427309","true","2016-12-20 00:00:00.000","-83.28386","22.77887","2.8","5","gps","","9","2651-47696","grcaMigration-Ryder","40"
"3942427310","true","2016-12-27 00:00:00.000","-83.28342","22.77883","3.1","6","gps","","9","2651-47696","grcaMigration-Ryder","40"
"3942427311","true","2017-01-03 00:00:00.000","-83.28669","22.77676","1.3","7","gps","","9","2651-47696","grcaMigration-Ryder","40"
"3942427312","true","2017-01-10 00:00:00.000","-83.28622","22.7765","2.3","5","gps","","9","2651-47696","grcaMigration-Ryder","40"
"3942427313","true","2017-01-17 00:00:00.000","-83.28523","22.77715","1.6","6","gps","","9","2651-47696","grcaMigration-Ryder","40"
"3942427314","true","2017-01-24 00:00:00.000","-83.28474","22.77859","2.8","4","gps","","9","2651-47696","grcaMigration-Ryder","40"
"3942427315","true","2017-01-31 00:00:00.000","-83.28641","22.77698","5.7","4","gps","","9","2651-47696","grcaMigration-Ryder","40"
"3942427316","true","2017-02-07 00:00:00.000","-83.2859","22.77612","2.0","6","gps","","9","2651-47696","grcaMigration-Ryder","30"
"3942427317","true","2017-02-14 00:00:00.000","-83.28567","22.77639","3.2","6","gps","","9","2651-47696","grcaMigration-Ryder","40"
"3942427318","true","2017-03-15 00:00:00.000","-83.28568","22.77717","2.2","6","gps","","9","2651-47696","grcaMigration-Ryder","40"
"3942427319","true","2017-03-18 00:00:00.000","-83.28596","22.77705","1.7","7","gps","","9","2651-47696","grcaMigration-Ryder","40"
"3942427320","true","2017-03-21 00:00:00.000","-83.28597","22.77702","2.6","6","gps","","9","2651-47696","grcaMigration-Ryder","40"
"3942427321","true","2016-07-01 00:00:00.000","-76.96716","39.01589","1.1","8","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427322","true","2016-07-13 00:00:00.000","-76.96758","39.01608","1.4","5","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427323","true","2016-08-06 00:00:00.000","-76.96574","39.01588","1.9","5","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427324","true","2016-08-18 00:00:00.000","-76.96779","39.01621","4.5","5","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427325","true","2016-08-23 00:00:00.000","-76.96682","39.0157","5.7","5","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427326","true","2016-08-29 00:00:00.000","-76.96706","39.01629","4.2","5","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427327","true","2016-09-01 00:00:00.000","-76.9668","39.01604","2.3","6","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427328","true","2016-09-04 00:00:00.000","-76.96702","39.016","2.4","6","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427329","true","2016-09-07 00:00:00.000","-76.96687","39.01611","5.7","5","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427330","true","2016-09-13 00:00:00.000","-76.96709","39.01606","4.7","4","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427331","true","2016-09-16 00:00:00.000","-76.96702","39.01604","1.5","6","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427332","true","2016-09-25 00:00:00.000","-76.96692","39.01601","1.7","5","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427333","true","2016-10-01 00:00:00.000","-76.96678","39.01636","1.5","7","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427334","true","2016-10-04 00:00:00.000","-76.96762","39.01612","9.4","4","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427335","true","2016-10-07 00:00:00.000","-76.96724","39.01599","1.4","6","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427336","true","2016-10-10 00:00:00.000","-76.96728","39.01599","1.6","6","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427337","true","2016-10-13 00:00:00.000","-78.18555","38.29869","1.4","5","gps","","10","2651-51815","grcaMigration-Ryder","70"
"3942427338","true","2016-10-19 00:00:00.000","-91.58638","30.31979","1.3","6","gps","","10","2651-51815","grcaMigration-Ryder","50"
"3942427339","true","2016-10-22 00:00:00.000","-92.86401","29.90492","2.0","6","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427340","true","2016-10-25 00:00:00.000","-92.86379","29.90496","2.4","5","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427341","true","2016-10-28 00:00:00.000","-92.86403","29.90511","2.0","5","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427342","true","2016-10-31 00:00:00.000","-92.86411","29.90518","1.0","8","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427343","true","2016-11-15 00:00:00.000","-92.86387","29.90513","1.9","6","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427344","true","2016-11-18 00:00:00.000","-92.86397","29.90512","2.3","5","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427345","true","2016-11-21 00:00:00.000","-92.86401","29.90507","3.1","5","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427346","true","2016-11-24 00:00:00.000","-92.864","29.905","1.0","8","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427347","true","2016-11-27 00:00:00.000","-92.86414","29.90503","3.1","6","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427348","true","2016-11-30 00:00:00.000","-92.864","29.90496","1.1","7","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427349","true","2016-12-03 00:00:00.000","-92.86417","29.90498","1.1","7","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427350","true","2016-12-06 00:00:00.000","-92.86407","29.90488","1.3","6","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427351","true","2016-12-09 00:00:00.000","-92.86407","29.90493","1.3","6","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427352","true","2016-12-12 00:00:00.000","-92.86392","29.90507","1.5","7","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427353","true","2016-12-15 00:00:00.000","-92.86406","29.90508","1.9","8","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427354","true","2016-12-18 00:00:00.000","-92.8641","29.90485","1.4","8","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427355","true","2016-12-21 00:00:00.000","-92.86406","29.90509","1.5","8","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427356","true","2016-12-24 00:00:00.000","-92.86407","29.90518","1.4","8","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427357","true","2016-12-27 00:00:00.000","-92.86399","29.9051","1.6","6","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427358","true","2016-12-30 00:00:00.000","-92.8641","29.90487","1.2","9","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427359","true","2017-01-02 00:00:00.000","-92.86415","29.90534","1.4","8","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427360","true","2017-01-05 00:00:00.000","-92.86432","29.90514","2.7","6","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427361","true","2017-01-08 00:00:00.000","-92.8638","29.90495","1.3","7","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427362","true","2017-01-11 00:00:00.000","-92.8641","29.90501","1.2","7","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427363","true","2017-01-14 00:00:00.000","-92.86416","29.90487","1.3","6","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427364","true","2017-01-17 00:00:00.000","-92.86426","29.90489","2.4","6","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427365","true","2017-01-20 00:00:00.000","-92.86384","29.90504","2.0","6","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427366","true","2017-01-23 00:00:00.000","-92.86432","29.90495","3.6","6","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427367","true","2017-01-26 00:00:00.000","-92.86395","29.90492","1.5","6","gps","","10","2651-51815","grcaMigration-Ryder","170"
"3942427368","true","2016-07-25 00:00:00.000","-77.04604","38.92606","4.5","6","gps","","11","2671-02010","grcaMigration-Ryder","190"
"3942427369","true","2016-08-06 00:00:00.000","-77.04625","38.92621","1.6","6","gps","","11","2671-02010","grcaMigration-Ryder","190"
"3942427370","true","2016-08-29 00:00:00.000","-77.04639","38.92611","4.2","5","gps","","11","2671-02010","grcaMigration-Ryder","190"
"3942427371","true","2016-09-01 00:00:00.000","-77.04627","38.92631","4.0","5","gps","","11","2671-02010","grcaMigration-Ryder","190"
"3942427372","true","2016-09-04 00:00:00.000","-77.04685","38.92624","2.4","6","gps","","11","2671-02010","grcaMigration-Ryder","190"
"3942427373","true","2016-09-10 00:00:00.000","-77.04597","38.9255","3.1","6","gps","","11","2671-02010","grcaMigration-Ryder","190"
"3942427374","true","2016-09-13 00:00:00.000","-77.04612","38.92578","2.5","6","gps","","11","2671-02010","grcaMigration-Ryder","190"
"3942427375","true","2016-09-16 00:00:00.000","-77.0466","38.9263","3.3","5","gps","","11","2671-02010","grcaMigration-Ryder","190"
"3942427376","true","2016-09-22 00:00:00.000","-77.04676","38.9269","2.4","6","gps","","11","2671-02010","grcaMigration-Ryder","70"
"3942427377","true","2016-09-25 00:00:00.000","-77.04672","38.92687","1.4","6","gps","","11","2671-02010","grcaMigration-Ryder","70"
"3942427378","true","2016-09-28 00:00:00.000","-77.04686","38.92689","1.4","6","gps","","11","2671-02010","grcaMigration-Ryder","70"
"3942427379","true","2016-10-01 00:00:00.000","-77.04691","38.92691","1.7","5","gps","","11","2671-02010","grcaMigration-Ryder","70"
"3942427380","true","2016-10-04 00:00:00.000","-79.44022","34.86552","3.9","4","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427381","true","2016-10-07 00:00:00.000","-81.8455","29.20355","1.0","8","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427382","true","2016-10-10 00:00:00.000","-81.81408","27.15482","1.2","7","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427383","true","2016-10-19 00:00:00.000","-81.83144","26.82056","1.7","5","gps","","11","2671-02010","grcaMigration-Ryder","70"
"3942427384","true","2016-10-22 00:00:00.000","-80.35787","25.53252","1.1","7","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427385","true","2016-10-25 00:00:00.000","-80.35793","25.53254","2.4","4","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427386","true","2016-10-28 00:00:00.000","-80.35778","25.53262","3.2","5","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427387","true","2016-10-31 00:00:00.000","-80.35792","25.53253","4.2","5","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427388","true","2016-11-15 00:00:00.000","-80.35762","25.53241","1.8","7","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427389","true","2016-11-18 00:00:00.000","-80.35777","25.53247","1.8","7","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427390","true","2016-11-21 00:00:00.000","-80.3575","25.53236","4.2","4","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427391","true","2016-11-24 00:00:00.000","-80.35844","25.53288","10.0","5","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427392","true","2016-11-30 00:00:00.000","-80.35795","25.53248","1.1","7","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427393","true","2016-12-03 00:00:00.000","-80.35796","25.53246","1.1","7","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427394","true","2016-12-06 00:00:00.000","-80.35791","25.5325","3.8","6","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427395","true","2016-12-09 00:00:00.000","-80.35779","25.53225","2.1","5","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427396","true","2016-12-12 00:00:00.000","-80.35797","25.53253","4.8","7","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427397","true","2016-12-15 00:00:00.000","-80.35792","25.53268","3.7","6","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427398","true","2016-12-21 00:00:00.000","-80.35776","25.5326","2.8","4","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427399","true","2016-12-24 00:00:00.000","-80.35804","25.53272","1.9","5","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427400","true","2016-12-27 00:00:00.000","-80.35789","25.53251","2.1","7","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427401","true","2016-12-30 00:00:00.000","-80.35795","25.53256","1.4","8","gps","","11","2671-02010","grcaMigration-Ryder","50"
"3942427402","true","2016-07-13 00:00:00.000","-105.14424","40.55481","3.4","6","gps","","12","2231-55426","grcaMigration-Ryder","130"
"3942427403","true","2016-08-06 00:00:00.000","-105.14277","40.55473","5.7","5","gps","","12","2231-55426","grcaMigration-Ryder","110"
"3942427404","true","2016-08-26 00:00:00.000","-105.14283","40.55452","1.8","6","gps","","12","2231-55426","grcaMigration-Ryder","110"
"3942427405","true","2016-08-29 00:00:00.000","-105.14302","40.55456","2.1","6","gps","","12","2231-55426","grcaMigration-Ryder","110"
"3942427406","true","2016-09-04 00:00:00.000","-105.1431","40.5546","3.6","4","gps","","12","2231-55426","grcaMigration-Ryder","130"
"3942427407","true","2016-09-07 00:00:00.000","-105.14385","40.55488","5.4","5","gps","","12","2231-55426","grcaMigration-Ryder","130"
"3942427408","true","2016-09-13 00:00:00.000","-105.14309","40.55462","2.9","5","gps","","12","2231-55426","grcaMigration-Ryder","130"
"3942427409","true","2016-09-19 00:00:00.000","-94.38268","34.31195","2.7","5","gps","","12","2231-55426","grcaMigration-Ryder","50"
"3942427410","true","2016-09-28 00:00:00.000","-94.38366","34.31239","1.4","7","gps","","12","2231-55426","grcaMigration-Ryder","50"
"3942427411","true","2016-10-04 00:00:00.000","-97.9796","22.06387","4.8","5","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427412","true","2016-10-07 00:00:00.000","-97.97978","22.06376","1.4","5","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427413","true","2016-10-10 00:00:00.000","-97.97967","22.06394","2.3","5","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427414","true","2016-10-13 00:00:00.000","-97.98002","22.06396","1.3","6","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427415","true","2016-10-19 00:00:00.000","-97.9795","22.06393","2.0","6","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427416","true","2016-10-22 00:00:00.000","-97.98023","22.06368","1.3","6","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427417","true","2016-10-25 00:00:00.000","-97.97953","22.06371","1.0","8","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427418","true","2016-10-28 00:00:00.000","-97.9795","22.06397","2.5","5","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427419","true","2016-11-18 00:00:00.000","-97.97959","22.0639","3.6","5","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427420","true","2016-11-21 00:00:00.000","-97.98018","22.06381","2.6","6","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427421","true","2016-11-27 00:00:00.000","-97.97967","22.06411","2.6","5","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427422","true","2016-11-30 00:00:00.000","-97.97968","22.06392","2.0","4","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427423","true","2016-12-03 00:00:00.000","-97.97965","22.06391","1.0","7","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427424","true","2016-12-06 00:00:00.000","-97.97971","22.0638","2.0","6","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427425","true","2016-12-12 00:00:00.000","-97.97992","22.06403","7.5","5","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427426","true","2016-12-15 00:00:00.000","-97.98007","22.06387","2.6","6","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427427","true","2016-12-18 00:00:00.000","-97.97957","22.06392","3.9","6","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427428","true","2016-12-24 00:00:00.000","-97.98005","22.06399","5.5","4","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427429","true","2016-12-27 00:00:00.000","-97.97986","22.0636","2.0","7","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427430","true","2016-12-30 00:00:00.000","-97.97943","22.06387","2.8","5","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427431","true","2017-01-02 00:00:00.000","-97.97971","22.06395","1.5","7","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427432","true","2017-01-05 00:00:00.000","-97.9797","22.06387","1.9","6","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427433","true","2017-01-08 00:00:00.000","-97.97976","22.06368","1.3","6","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427434","true","2017-01-11 00:00:00.000","-97.97973","22.06386","2.1","5","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427435","true","2017-01-14 00:00:00.000","-97.97968","22.06389","1.0","8","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427436","true","2017-01-23 00:00:00.000","-97.97965","22.06415","2.8","5","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427437","true","2017-01-26 00:00:00.000","-97.97985","22.06389","1.6","7","gps","","12","2231-55426","grcaMigration-Ryder","140"
"3942427438","true","2016-07-13 00:00:00.000","-105.14389","40.55468","3.4","6","gps","","13","2231-55428","grcaMigration-Ryder","130"
"3942427439","true","2016-07-25 00:00:00.000","-105.14392","40.55489","9.0","5","gps","","13","2231-55428","grcaMigration-Ryder","130"
"3942427440","true","2016-08-18 00:00:00.000","-105.14344","40.55462","2.0","5","gps","","13","2231-55428","grcaMigration-Ryder","130"
"3942427441","true","2016-08-26 00:00:00.000","-105.14351","40.55454","7.2","4","gps","","13","2231-55428","grcaMigration-Ryder","130"
"3942427442","true","2016-08-29 00:00:00.000","-105.14374","40.55413","5.8","5","gps","","13","2231-55428","grcaMigration-Ryder","70"
"3942427443","true","2016-09-04 00:00:00.000","-105.14347","40.55456","4.0","6","gps","","13","2231-55428","grcaMigration-Ryder","130"
"3942427444","true","2016-09-07 00:00:00.000","-105.14335","40.55459","4.8","4","gps","","13","2231-55428","grcaMigration-Ryder","130"
"3942427445","true","2016-09-10 00:00:00.000","-105.14333","40.55455","7.5","6","gps","","13","2231-55428","grcaMigration-Ryder","130"
"3942427446","true","2016-09-22 00:00:00.000","-105.14322","40.55447","4.1","4","gps","","13","2231-55428","grcaMigration-Ryder","130"
"3942427447","true","2016-09-25 00:00:00.000","-98.53024","36.44984","1.5","7","gps","","13","2231-55428","grcaMigration-Ryder","140"
"3942427448","true","2016-09-28 00:00:00.000","-94.92642","33.90161","2.7","4","gps","","13","2231-55428","grcaMigration-Ryder","50"
"3942427449","true","2016-10-01 00:00:00.000","-94.96221","33.83696","1.8","5","gps","","13","2231-55428","grcaMigration-Ryder","140"
"3942427450","true","2016-10-04 00:00:00.000","-94.96251","33.83733","1.8","5","gps","","13","2231-55428","grcaMigration-Ryder","140"
"3942427451","true","2016-10-10 00:00:00.000","-96.93937","28.16669","0.9","9","gps","","13","2231-55428","grcaMigration-Ryder","50"
