"event-id","visible","timestamp","location-long","location-lat","comments","gps:hdop","gps:satellite-count","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name","GlobCover 2009 2009 Land-Cover Classification","MODIS Land Terra Vegetation Indices 250m 16d Enhanced Vegetation Index","MODIS Land Terra Vegetation Indices 250m 16d NDVI","NCEP NARR SFC Vegetation at Surface"
"3959675062","true","2016-11-29 00:00:00.000","-98.58000260964671","25.510620085398386","","","","gps","","0","0","grcaMigration-Ryder","140","0.19337573633334174","0.33935686315261515","25.93254771008537"
"3959675083","true","2016-11-30 00:00:00.000","-86.6733710824908","31.13200091439368","","","","gps","","0","0","grcaMigration-Ryder","50","0.3596646887846387","0.7242751087386341","64.33356858919925"
"3959675069","true","2016-12-01 00:00:00.000","-95.48041100267218","30.296862466808093","","","","gps","","0","0","grcaMigration-Ryder","100","0.3677978011996728","0.6732168568554953","60.122190514636664"
"3959675088","true","2016-12-02 00:00:00.000","-98.94155272553806","29.81285352471857","","","","gps","","0","0","grcaMigration-Ryder","20","0.2347988102384243","0.4856549950423077","45.14753921781424"
"3959675139","true","2016-12-03 00:00:00.000","-90.69380358821498","30.707066830359953","","","","gps","","0","0","grcaMigration-Ryder","50","0.3450343133110352","0.7347631184434875","66.79987417530948"
"3959675137","true","2016-12-04 00:00:00.000","-80.68996941809824","27.42627071599242","","","","gps","","0","0","grcaMigration-Ryder","50","0.3710318748849316","0.6017958618789468","54.221559105795784"
"3959675100","true","2016-12-05 00:00:00.000","-98.684303590531","23.079309804670782","","","","gps","","0","0","grcaMigration-Ryder","140","0.28814064589220667","0.5282247107375991","65.49807681994253"
"3959675078","true","2016-12-06 00:00:00.000","-93.40507123951218","30.744529929799924","","","","gps","","0","0","grcaMigration-Ryder","50","0.36102739252229343","0.7699506130051175","64.57367952635168"
"3959675142","true","2016-12-07 00:00:00.000","-81.96553133633056","30.55528930955537","","","","gps","","0","0","grcaMigration-Ryder","50","0.3781870564208159","0.6848718907156149","60.95451262600717"
"3959675106","true","2016-12-08 00:00:00.000","-95.46995341738987","29.858803842282924","","","","gps","","0","0","grcaMigration-Ryder","110","0.26529005753075635","0.45403568979573095","54.71366989770451"
"3959675130","true","2016-12-09 00:00:00.000","-93.32872924895575","30.67052738138362","","","","gps","","0","0","grcaMigration-Ryder","50","0.37806737780447247","0.7918057716149207","62.30863121255299"
"3959675147","true","2016-12-10 00:00:00.000","-81.28202237705707","22.60906733124834","","","","gps","","0","0","grcaMigration-Ryder","140","0.4149858928338489","0.6815243011749105","58.27694339402785"
"3959675108","true","2016-12-11 00:00:00.000","-95.74099824807985","30.536725135584412","","","","gps","","0","0","grcaMigration-Ryder","50","0.38694163642107804","0.6710216835459024","57.68259204515776"
"3959675063","true","2016-12-12 00:00:00.000","-81.17865946790829","27.293991568765975","","","","gps","","0","0","grcaMigration-Ryder","140","0.3590357516757375","0.5686555560528649","55.979203956298065"
"3959675084","true","2016-12-13 00:00:00.000","-98.4147481319052","29.005021939660345","","","","gps","","0","0","grcaMigration-Ryder","20","0.28813150052276265","0.5492013378881105","39.22157094342322"
"3959675135","true","2016-12-14 00:00:00.000","-80.85906311659598","25.4256846415608","","","","gps","","0","0","grcaMigration-Ryder","170","0.4140712669674126","0.6094593054778137","NaN"
"3959675121","true","2016-12-15 00:00:00.000","-82.04443568244022","28.521895207440036","","","","gps","","0","0","grcaMigration-Ryder","50","0.3223634379294931","0.7134313799796325","54.0674660641707"
"3959675119","true","2016-12-16 00:00:00.000","-80.79817787168007","26.708777333497675","","","","gps","","0","0","grcaMigration-Ryder","210","0.23955341022591004","0.6573742261345001","NaN"
"3959675145","true","2016-12-17 00:00:00.000","-98.45985896798615","28.483258262828574","","","","gps","","0","0","grcaMigration-Ryder","140","0.2557643845703454","0.5517328677274826","30.991794470976153"
"3959675104","true","2016-12-18 00:00:00.000","-86.008733209684","31.164529010631547","","","","gps","","0","0","grcaMigration-Ryder","140","0.2707313928101211","0.595734377803701","61.41831346908574"
"3959675115","true","2016-12-19 00:00:00.000","-91.14758009419482","30.742185171183095","","","","gps","","0","0","grcaMigration-Ryder","50","0.2968469382482255","0.5926477379210036","66.21737696045257"
"3959675092","true","2016-12-20 00:00:00.000","-98.28789930339799","28.5982111989361","","","","gps","","0","0","grcaMigration-Ryder","70","0.2876531802846119","0.6034936553773801","32.12331909127027"
"3959675116","true","2016-12-21 00:00:00.000","-98.21250451813535","29.936350236834052","","","","gps","","0","0","grcaMigration-Ryder","70","0.2637533259790102","0.557665194304118","44.52799217642439"
"3959675067","true","2016-12-22 00:00:00.000","-94.39513175510214","30.773287858480835","","","","gps","","0","0","grcaMigration-Ryder","50","0.31061666637563373","0.7215199751857703","67.9928377095298"
"3959675098","true","2016-12-23 00:00:00.000","-81.33311234007861","28.440886882224973","","","","gps","","0","0","grcaMigration-Ryder","140","0.35837128262250256","0.6029458543175858","50.998804319235255"
"3959675105","true","2016-12-24 00:00:00.000","-94.29414712552138","30.177376722526773","","","","gps","","0","0","grcaMigration-Ryder","50","0.3038500370415123","0.6984188956299984","63.76044413375895"
"3959675085","true","2016-12-25 00:00:00.000","-97.24274033439929","28.827750994896768","","","","gps","","0","0","grcaMigration-Ryder","140","0.29197268089302303","0.6055007402797657","46.80287381163521"
"3959675090","true","2016-12-26 00:00:00.000","-97.04302909331537","29.301254075597004","","","","gps","","0","0","grcaMigration-Ryder","50","0.29995970737954236","0.6446768951118399","46.01257801418038"
"3959675066","true","2016-12-27 00:00:00.000","-96.18275813549242","31.13425373389417","","","","gps","","0","0","grcaMigration-Ryder","140","0.22920021233753057","0.4220045435220201","55.42223302841037"
"3959675077","true","2016-12-28 00:00:00.000","-95.26690351289693","29.37547184544085","","","","gps","","0","0","grcaMigration-Ryder","140","0.2652007003862493","0.5526469735520424","NaN"
"3959675124","true","2016-12-29 00:00:00.000","-83.5642260812848","22.408298359414953","","","","gps","","0","0","grcaMigration-Ryder","20","0.4125280979742582","0.5873125001246374","NaN"
"3959675129","true","2016-12-30 00:00:00.000","-98.13486731052426","27.750193095270497","","","","gps","","0","0","grcaMigration-Ryder","30","0.29061301358935393","0.498426613129117","24.820944903980443"
"3959675109","true","2016-12-31 00:00:00.000","-82.05523786331855","22.701500722325978","","","","gps","","0","0","grcaMigration-Ryder","140","0.28366743630422614","0.5139822539307646","NaN"
"3959675132","true","2017-01-01 00:00:00.000","-93.79456881283018","30.010362887259554","","","","gps","","0","0","grcaMigration-Ryder","140","0.195351684309176","0.4718446408554355","NaN"
"3959675148","true","2017-01-02 00:00:00.000","-84.37704752153685","30.324301660354877","","","","gps","","0","0","grcaMigration-Ryder","70","0.2619433397149825","0.6378558221694098","63.71128648565947"
"3959675091","true","2017-01-03 00:00:00.000","-98.05073133983521","22.908079706985024","","","","gps","","0","0","grcaMigration-Ryder","50","0.3801291991674282","0.6031213425434317","74.7373851348255"
"3959675061","true","2017-01-04 00:00:00.000","-98.79332208994143","29.896241397445472","","","","gps","","0","0","grcaMigration-Ryder","140","0.21126354506530728","0.46354848816628424","45.23066917303104"
"3959675152","true","2017-01-05 00:00:00.000","-98.97270623138897","22.163833018877618","","","","gps","","0","0","grcaMigration-Ryder","50","0.4454384787060391","0.7389580688009126","79.46697280176268"
"3959675123","true","2017-01-06 00:00:00.000","-98.18530293526288","30.068757658603484","","","","gps","","0","0","grcaMigration-Ryder","110","0.2668321978431274","0.5838499964330519","45.85557035278767"
"3959675068","true","2017-01-07 00:00:00.000","-81.25317343564494","29.181029248224753","","","","gps","","0","0","grcaMigration-Ryder","50","0.3874584829004548","0.6933812746096397","53.41131463014415"
"3959675089","true","2017-01-08 00:00:00.000","-91.32169320475394","30.135787838531165","","","","gps","","0","0","grcaMigration-Ryder","70","0.12180687198873326","0.30333999545468787","60.411893816394254"
"3959675087","true","2017-01-09 00:00:00.000","-83.07587205098066","30.210541784671108","","","","gps","","0","0","grcaMigration-Ryder","140","0.30829275880004586","0.5532278083062429","61.670536308122266"
"3959675060","true","2017-01-10 00:00:00.000","-92.03415476329842","29.823166763402696","","","","gps","","0","0","grcaMigration-Ryder","170","0.15752973672415582","0.4455230471729989","NaN"
"3959675151","true","2017-01-11 00:00:00.000","-80.98411753092363","26.41380604262783","","","","gps","","0","0","grcaMigration-Ryder","70","0.3442040735551238","0.6099868142965806","54.48939595347733"
"3959675093","true","2017-01-12 00:00:00.000","-81.20889298183093","22.164034422932325","","","","gps","","0","0","grcaMigration-Ryder","40","0.37789590787097666","0.7516362728716776","NaN"
"3959675133","true","2017-01-13 00:00:00.000","-95.12497862260382","30.31619352456243","","","","gps","","0","0","grcaMigration-Ryder","50","0.23366698827673837","0.4950675096778264","63.86351263488597"
"3959675117","true","2017-01-14 00:00:00.000","-94.35524226388777","30.45718398027335","","","","gps","","0","0","grcaMigration-Ryder","50","0.3036824889789201","0.7418997588946346","67.62613336489113"
"3959675136","true","2017-01-15 00:00:00.000","-81.65379080843829","27.95871726870366","","","","gps","","0","0","grcaMigration-Ryder","140","0.3166130262195474","0.564743662582628","49.43958843841886"
"3959675080","true","2017-01-16 00:00:00.000","-97.41357825710352","29.464347545353032","","","","gps","","0","0","grcaMigration-Ryder","20","0.20869677561379135","0.35361917226719225","44.32842746599466"
"3959675103","true","2017-01-17 00:00:00.000","-82.64583732886376","31.110692720808537","","","","gps","","0","0","grcaMigration-Ryder","50","0.24102152523457165","0.5885169395384942","62.63659151445407"
"3959675111","true","2017-01-18 00:00:00.000","-81.96362337257717","27.070769651870258","","","","gps","","0","0","grcaMigration-Ryder","30","0.3107068851467871","0.6088636028678306","56.269276963406334"
"3959675140","true","2017-01-19 00:00:00.000","-98.48482278002444","22.038634220776565","","","","gps","","0","0","grcaMigration-Ryder","70","0.31561124414441394","0.6312224388418202","71.89512812901552"
"3959675079","true","2017-01-20 00:00:00.000","-92.69625884076056","29.974607359267594","","","","gps","","0","0","grcaMigration-Ryder","100","0.1274732321923937","0.3783367285313355","49.6157021115205"
"3959675131","true","2017-01-21 00:00:00.000","-96.50864443569056","28.787070611808225","","","","gps","","0","0","grcaMigration-Ryder","30","0.16206539634034817","0.33353222395649085","40.56445490296951"
"3959675075","true","2017-01-22 00:00:00.000","-88.66655083645097","30.69253901638271","","","","gps","","0","0","grcaMigration-Ryder","100","0.18764234526805387","0.5206684935428738","64.46908749576365"
"3959675107","true","2017-01-23 00:00:00.000","-82.81424866403943","30.101123806934368","","","","gps","","0","0","grcaMigration-Ryder","50","0.366396621220178","0.7794685549614029","61.915126439421066"
"3959675070","true","2017-01-24 00:00:00.000","-98.47186181486009","29.6938014431205","","","","gps","","0","0","grcaMigration-Ryder","140","0.2984540158165555","0.5984876607005324","43.089906952843144"
"3959675141","true","2017-01-25 00:00:00.000","-81.36271491154193","22.374588374197227","","","","gps","","0","0","grcaMigration-Ryder","140","0.28087917189234","0.6717668872920254","48.7601217535509"
"3959675071","true","2017-01-26 00:00:00.000","-93.49529449488364","30.36296304293201","","","","gps","","0","0","grcaMigration-Ryder","50","0.38275599939321714","0.8387687560441835","57.8829641060811"
"3959675144","true","2017-01-27 00:00:00.000","-80.54219688307401","25.26616469014275","","","","gps","","0","0","grcaMigration-Ryder","170","0.2800153456122893","0.5086312089257932","NaN"
"3959675072","true","2017-01-28 00:00:00.000","-80.874376650897","22.77077348837043","","","","gps","","0","0","grcaMigration-Ryder","30","0.2399381554374453","0.44866910303584256","68.5545085032478"
"3959675094","true","2017-01-29 00:00:00.000","-98.69656248029929","29.55656510883648","","","","gps","","0","0","grcaMigration-Ryder","130","0.18875714455608097","0.3401795249215005","42.40343108984582"
"3959675128","true","2017-01-30 00:00:00.000","-89.46071520895117","31.22428183035872","","","","gps","","0","0","grcaMigration-Ryder","140","0.3345193002795915","0.6886480065963198","65.57324015145052"
"3959675086","true","2017-01-31 00:00:00.000","-82.26283242661171","29.625686496860823","","","","gps","","0","0","grcaMigration-Ryder","50","0.33961729848432287","0.7317301195317369","59.40138640230196"
"3959675064","true","2017-02-01 00:00:00.000","-98.3867363515728","28.98724263625801","","","","gps","","0","0","grcaMigration-Ryder","140","0.1861939675970544","0.40210466208287354","39.14892765275814"
