"event-id","visible","timestamp","location-long","location-lat","comments","gps:hdop","gps:satellite-count","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name","MODIS Land Terra Surface Temp & Emissivity 1km Daily Land Surface Temperature Daytime","NCEP NARR SFC Total Precipitation at Surface (Accumulated)","NCEP NARR SFC Temperature at Surface","NCEP NARR FLX Dew Point Temperature at 2 m above Ground","NCEP NARR SFC Evaporation at Surface (Accumulated)","NCEP NARR FLX Relative Humidity at 2 m above Ground","MODIS Land Terra Surface Temp & Emissivity 1km Daily Land Surface Temperature Nighttime","MODIS Land Terra Surface Temp & Emissivity 1km 8d Land Surface Temperature Nighttime","NCEP NARR FLX V Wind at 30 m above Ground","NCEP NARR SFC Pressure at Surface","MODIS Land Terra Surface Temp & Emissivity 1km 8d Land Surface Temperature Daytime","NCEP NARR FLX U Wind at 30 m above Ground","NCEP NARR FLX U Wind at 10 m above Ground","NCEP NARR FLX V Wind at 10 m above Ground"
"3957846719","true","2017-01-05 23:00:10.000","-81.51101","26.85417","5/5","1.8","","gps","","1412","2651-65626","grcaMigration-Ryder","NaN","0.0","293.99292915061864","288.7092058978421","0.19531447","73.74755617496436","285.29756404246234","287.0605866736152","0.4806512089170096","101311.0023699249","293.4454477882437","4.091756288648399","3.6858126713255723","0.4913031815193848"
"3957846720","true","2017-01-08 23:00:10.000","-81.50842","26.81564","3/3","4.5","","gps","","1412","2651-65626","grcaMigration-Ryder","289.92797155775617","0.0","286.4696891926665","279.20879084019197","0.22957969","64.22722714479103","NaN","286.61964293219876","-5.853210517015276","103178.48916145644","297.59753844008173","-2.481811211886481","-2.174386833585312","-5.534125584041908"
"3957846721","true","2017-01-11 23:00:05.000","-81.51072","26.85361","8/8","1.0","","gps","","1412","2651-65626","grcaMigration-Ryder","NaN","0.0","295.7730675985679","290.2078318613354","0.20519972","72.37027317367185","284.4162332693777","285.7306620818224","-0.9703372639624142","102339.08562307939","292.79368562811874","-5.974443560592349","-5.521104274185191","-0.9540204332166002"
"3957846722","true","2017-01-14 23:00:08.000","-81.50001","26.8492","9/9","0.9","","gps","","1412","2651-65626","grcaMigration-Ryder","299.11591980942256","0.0","296.86209055174015","291.56249990240156","0.20777303","74.33173706853","NaN","286.60415795365174","-0.4741508183870208","102518.69021984871","296.75173036517447","-5.185965989656088","-4.669610598138847","-0.47632480168899893"
"3957846723","true","2017-01-17 23:00:05.000","-81.50073","26.84925","7/7","1.2","","gps","","1412","2651-65626","grcaMigration-Ryder","NaN","0.0","298.4987582230858","291.89799674661947","0.18517447","69.77063686691578","288.7663440140576","286.8480201070708","1.9851145027959296","102264.95982205516","297.1006890787282","2.1239797247008134","1.6330583092577409","1.7063460456637212"
"3957846724","true","2017-01-20 23:00:06.000","-81.50022","26.84917","5/5","2.4","","gps","","1412","2651-65626","grcaMigration-Ryder","301.0917329757882","0.0","296.06824027463915","290.0888093845011","0.2200008","72.70562066603848","NaN","287.20493303400485","2.4658374632583113","101344.19018739605","297.6393870971383","3.818996979745379","3.204610878087262","2.227072454172534"
"3957846725","true","2017-01-23 23:00:06.000","-81.5002","26.8493","5/5","2.0","","gps","","1412","2651-65626","grcaMigration-Ryder","293.5603154415691","0.0703125","293.2740918549222","288.11915929722954","0.24361673","73.21762025734927","NaN","286.2463617035392","-1.3518321941492968","100344.26339142349","297.01830656798074","8.686772612156725","7.990926539282162","-1.477473259412466"
"3957846726","true","2017-01-26 23:00:08.000","-81.50011","26.84931","5/5","2.3","","gps","","1412","2651-65626","grcaMigration-Ryder","NaN","0.015625","296.56463301424054","292.05331184755255","0.22083402","80.00134485607052","287.9643954558135","285.2805169832611","2.1102298409652116","101666.2094553716","296.3816229219078","5.214994808462983","4.394828795873676","2.070774857896244"
"3957846727","true","2017-01-29 23:00:10.000","-81.5","26.84935","6/7","1.6","","gps","","1412","2651-65626","grcaMigration-Ryder","NaN","0.0","285.29377443758557","283.2287922277603","0.10261476","85.30186126742335","NaN","284.9161597888549","2.871942500813156","101833.28393021962","296.4945931562423","0.021209860223911692","0.13059987966545994","2.636614228729333"
"3957846728","true","2017-02-01 23:00:04.000","-81.50038","26.84916","7/7","1.4","","gps","","1412","2651-65626","grcaMigration-Ryder","NaN","0.0","293.69129026987224","NaN","0.21993017","NaN","281.89991445702856","285.8478726297337","NaN","102109.11350399912","298.2354418606657","NaN","NaN","NaN"
"3957846729","true","2017-02-07 23:00:10.000","-81.5001","26.84912","6/6","1.5","","gps","","1412","2651-65626","grcaMigration-Ryder","NaN","0.0","296.88764995443836","NaN","0.20724106","NaN","NaN","286.8018453899843","NaN","101537.23696470026","300.7696275327048","NaN","NaN","NaN"
"3957846730","true","2017-02-10 23:00:05.000","-81.50016","26.84919","6/6","3.3","","gps","","1412","2651-65626","grcaMigration-Ryder","300.28578918080336","0.0","295.1654197006289","NaN","0.24728882","NaN","285.653374676496","286.335998238164","NaN","102625.04931149041","301.1205914419422","NaN","NaN","NaN"
"3957846731","true","2017-02-13 23:00:05.000","-81.50007","26.84913","6/6","4.6","","gps","","1412","2651-65626","grcaMigration-Ryder","NaN","0.0","298.6219006091919","NaN","0.23409432","NaN","NaN","285.87428552717944","NaN","101616.92230645742","301.4653960158075","NaN","NaN","NaN"
"3957846732","true","2017-03-15 23:00:04.000","-81.50029","26.84926","5/7","2.4","","gps","","1412","2651-65626","grcaMigration-Ryder","NaN","0.0","290.28401694996535","NaN","0.22264874","NaN","NaN","282.48368367230023","NaN","102175.5934020942","301.6780773112895","NaN","NaN","NaN"
"3957846733","true","2016-07-25 23:00:06.000","-76.82816","39.19402","3/3","6.1","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.11766051","305.9490801275243","297.4274969560835","0.7189847","59.80973834999195","NaN","295.89758867361775","3.6132955995899545","100164.74518701344","304.5345848293321","2.6432476977668875","1.7172384167311958","3.0108363761926316"
"3957846734","true","2016-08-06 23:00:10.000","-77.04161","39.05499","4/5","5.7","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","301.1406601259417","296.57561626399286","0.58029985","72.71712306729314","NaN","295.8298615205527","1.5025066212954616","99785.22198358402","305.9214330477055","3.9179020565962337","3.0231283262083313","1.1811562978525814"
"3957846735","true","2016-08-18 23:00:10.000","-76.87898","39.05495","3/3","4.7","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.7734375","301.5312849859876","294.9050746301114","0.5322124","64.347829243302","NaN","298.77588420311525","0.8888831228387097","100702.20797757627","306.14915827386733","1.987187440389475","1.7086992147661806","0.8331146734449179"
"3957846736","true","2016-08-23 23:00:09.000","-76.90735","39.01813","3/4","6.1","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","296.4625948610108","288.7769205802937","0.4865477","57.485830179529145","NaN","295.23754375529103","1.3702789402869755","101675.7649291024","306.05876360726376","-1.6391492158520622","-1.4724182792719458","1.2427116711377746"
"3957846737","true","2016-08-26 23:00:06.000","-76.9282","38.99216","3/3","7.7","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","304.34750359896526","296.0150935167734","0.4849969","59.05597009241292","NaN","296.50362513670683","-3.038274762014129","100929.46268162988","305.7786631424327","1.4840407820730785","1.357633563902871","-2.620949544036489"
"3957846738","true","2016-09-04 23:00:10.000","-77.15272","38.7811","3/3","38.4","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0390625","293.86833923381226","286.9931172087875","0.3613944","56.90667398809984","NaN","296.87888229103123","-2.1610032050706613","101473.6688675061","306.91970360530934","-2.3013611230459445","-2.1235347829983775","-2.0775081839593366"
"3957846739","true","2016-09-07 23:00:10.000","-76.84868","39.10973","3/3","3.3","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","2.1875","302.4822921183588","294.7485266293788","0.33713257","63.21764663261837","NaN","294.47151594082175","0.7618542790448901","100685.63037900694","305.70597772618396","2.3923392265291685","1.9011722670373152","0.8905865447970581"
"3957846740","true","2016-09-10 23:00:10.000","-76.87238","39.08092","3/4","4.0","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","301.6224180844113","294.18382341469123","0.4124056","64.4228051011278","NaN","293.34626386076593","6.1115357211039285","100533.23805198181","305.5040528637055","-1.2172127786840408","-0.9409025114958819","4.5668369755161775"
"3957846741","true","2016-09-13 23:00:07.000","-77.15389","40.04832","3/4","29.1","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","298.0172654674226","292.09970125432244","0.3235553","65.61721141356394","NaN","290.47954710800065","5.70396835126721","99170.65239167906","298.81203517634515","0.9364278486567607","0.7290731714770168","4.256021501492286"
"3957846742","true","2016-09-16 23:00:07.000","-77.04209","39.05418","5/6","2.2","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","293.4672215572506","289.55295644360945","0.2415266","76.76539714235754","NaN","294.7845976449298","3.434339134979733","101277.63631531979","303.0311196491364","-4.003124670457369","-2.9588590950258293","2.4623598461001555"
"3957846743","true","2016-09-19 23:00:10.000","-77.04055","39.0549","4/5","3.1","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","296.78942769924146","294.4283130505826","0.2279048","85.15576391284225","NaN","292.9618919175108","1.0186064061658135","100547.97654683485","302.9855639334394","-2.449942388641388","-2.163285660606526","0.9311365320981055"
"3957846744","true","2016-09-22 23:00:09.000","-76.99304","38.88471","3/4","2.2","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","297.2071686726468","289.5900426456792","0.18782574","61.36245038086689","NaN","294.3150947178336","-0.25662228674066556","101154.158270932","304.51844183362954","-4.078856327692897","-3.6463442757282434","-0.21805430637170964"
"3957846745","true","2016-09-25 23:00:10.000","-79.23689","36.56638","5/6","1.6","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0078125","297.5230481529819","294.2636495567365","0.25755185","82.18924205041951","NaN","291.18876989828925","2.8861106503642167","99671.37384359383","301.1457111267056","-4.032946562968592","-3.034690352711543","2.1851106096589175"
"3957846746","true","2016-09-28 23:00:09.000","-79.67442","36.83269","3/5","4.1","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","6.609375","296.0546031461869","293.7202947143864","0.34423196","81.37036065055162","NaN","290.13022922511675","7.401191229517821","97974.8539276698","296.84359555085234","-3.0139707071982285","-2.2936206068852045","5.694897327063874"
"3957846747","true","2016-10-01 23:00:10.000","-78.78832","36.02956","3/4","10.1","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","294.3351345688188","289.6485909215256","0.24957335","67.77816649559344","NaN","290.6590180858404","2.851412002178817","100244.68192578616","296.0219789091523","2.8057904518754038","2.469751111379255","2.509453947429906"
"3957846748","true","2016-10-04 23:00:08.000","-82.52835","29.53557","5/6","1.6","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0234375","299.3853381935131","294.2907918754646","0.44165584","71.16635849047485","NaN","291.55229151200916","-3.492510577929666","101104.91388100931","303.1197297872873","-4.909097211848133","-4.287728506921453","-3.117117652993903"
"3957846749","true","2016-10-07 23:00:08.000","-82.03136","27.95934","5/6","5.2","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0016011018","299.0957307607242","296.27356930092276","0.41436893","82.69824537643301","NaN","292.93174783148424","-0.38125083536000415","100146.19528468589","301.35400149812375","9.88461514460054","9.21089260446232","-0.28891297382110537"
"3957846750","true","2016-10-10 23:00:08.000","-82.03121","27.95944","5/7","1.8","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","297.3858244312411","292.27839832688545","0.40949816","71.78949396561669","NaN","292.45716845393446","-4.424642530289661","101810.37685126206","301.0027130929224","-5.048684359464016","-4.449002039424858","-3.9297247186663373"
"3957846751","true","2016-10-13 23:00:06.000","-82.06622","27.8955","3/5","4.7","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","298.8210228084917","295.35980055887813","0.28502685","80.25637819613027","NaN","291.6406568500464","-2.9815568177569887","101478.79659040901","299.6968147137135","-5.308297108150105","-4.817082323077306","-2.77756235172469"
"3957846752","true","2016-10-16 23:00:08.000","-82.0312","27.959","6/7","1.6","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.015625","299.3644838683961","295.20369274886997","0.3023985","77.20412387337599","NaN","292.260261664574","-1.8550618257261928","101323.61809027777","299.80575160085016","-5.014630465583549","-4.5095853462338935","-1.6669553944913083"
"3957846753","true","2016-10-19 23:00:04.000","-82.03133","27.95901","4/6","2.7","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","298.77851177779877","293.4191768865433","0.378493","72.67668882906854","NaN","291.72421996326017","-1.2591147663608673","101356.41577256944","299.4135028566071","-4.988311727982429","-4.383852015562034","-1.1659014696023045"
"3957846754","true","2016-10-22 23:00:06.000","-81.97754","28.13217","3/5","2.3","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","290.8210339970246","282.1229147179581","0.29999745","55.00532068129006","NaN","290.38329201655904","-3.7703573200076477","101524.04928819444","298.09142385922354","1.9018604246644402","1.804957957119974","-3.3984052429439435"
"3957846755","true","2016-10-25 23:00:10.000","-81.95409","28.16576","3/5","2.8","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","296.7835253543167","290.6466852768718","0.3160901","69.05866211980954","NaN","288.67186280995764","-1.3761708642460009","101774.59680989584","297.2228938185215","-4.359335950837875","-3.7576076197949373","-1.1831010386743719"
"3957846756","true","2016-10-28 23:00:08.000","-82.03127","27.95901","5/7","1.7","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","297.44496121066516","293.2389136752788","0.3292532","77.6807652005002","NaN","288.59018641151965","-4.559786890139519","101668.68429248602","299.3247133404822","-6.484215317995513","-6.054381906626934","-4.279389579200986"
"3957846757","true","2016-10-31 23:00:05.000","-82.03119","27.9596","4/6","8.4","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","298.4415918062186","293.1641619422901","0.28314453","72.95437891956627","288.90177816591296","289.0443115134428","-2.6059007906444736","101471.59422360621","299.03985967463177","-4.449738273814651","-3.7966398715260263","-2.2266835563871794"
"3957846758","true","2016-11-15 23:00:10.000","-82.03118","27.95937","7/8","1.7","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","292.28970217243955","283.18142903751135","0.18759209","51.57323857371951","NaN","284.32294492261195","-2.1845263730054336","101237.26547959335","298.45803428837223","0.9584009553839692","0.971542672595604","-2.096801626265847"
"3957846759","true","2016-11-18 23:00:06.000","-82.03128","27.9593","6/7","1.5","","gps","","1419","2671-02034","grcaMigration-Ryder","299.3835475137449","0.0","295.40404730751123","288.9591543795201","0.16401453","67.83072179499318","285.02319547474127","283.1746920421523","-2.0882276414799157","101895.20286458333","297.592625930952","-3.2682329085746655","-2.592228665137654","-1.8388597327225917"
"3957846760","true","2016-11-21 23:00:10.000","-82.03091","27.95916","4/5","69.9","","gps","","1419","2671-02034","grcaMigration-Ryder","294.53256249932014","0.0","286.5010173486652","275.93988960761146","0.13757837","45.56934977265546","278.3817369159833","284.1652989543529","-3.4297428223814648","101739.90182291667","297.60039685425204","0.6748491163090866","0.6840408407886529","-3.1644759406441767"
"3957846761","true","2016-11-24 23:00:08.000","-82.03072","27.95892","4/5","22.4","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","299.28293348104336","292.81934102858236","0.18589365","70.23312626878374","NaN","286.28335681123946","-0.159658562108824","101975.14945023147","298.07393338018187","-3.494987135276861","-3.0021333763228957","-0.1735342820581116"
"3957846762","true","2016-11-27 23:00:09.000","-81.76236","26.69305","3/5","21.6","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","297.9633075947762","293.27509292930824","0.15560412","78.49779375707342","NaN","290.54753694057854","-2.816132618152201","101674.07178067282","297.2458033901315","-3.524881386808774","-3.538197862122289","-3.3537962991231476"
"3957846763","true","2016-11-30 23:00:07.000","-82.03109","27.95926","4/5","4.2","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.1015625","298.7342793950957","294.4259731275552","0.16115093","76.93304357363557","NaN","288.9844359560199","3.72744806444872","101231.99170500578","297.9381327191642","2.915711602976608","2.453644015649692","3.1660641833593783"
"3957846764","true","2016-12-03 23:00:07.000","-82.03131","27.95954","5/6","1.3","","gps","","1419","2671-02034","grcaMigration-Ryder","299.19506144372633","0.0","293.78045400939607","288.5913989155951","0.14424467","72.81904806349527","NaN","289.5492195376089","-1.0227558025996586","101669.2094639757","297.3249692221452","-5.020565152044174","-4.244885166377416","-0.8614970027692544"
"3957846765","true","2016-12-06 23:00:10.000","-82.03135","27.95917","4/5","6.1","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.2421875","296.0053377516648","294.2043935975187","0.1066314","89.81593886242283","NaN","289.805098404599","0.8481031733676502","101092.24209981838","296.9400999371383","4.418524175984393","3.744300109925257","0.6985205122580667"
"3957846766","true","2016-12-09 23:00:10.000","-82.03121","27.95928","5/6","6.4","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","288.3077694333872","283.3045426244782","0.15094048","71.84197079059874","NaN","289.4296415692492","-5.731472904702759","102441.75789207176","296.8563613050712","-0.6624409544395052","-0.599029223735373","-5.3291553262652815"
"3957846767","true","2016-12-12 23:00:09.000","-82.03126","27.95931","4/5","14.3","","gps","","1419","2671-02034","grcaMigration-Ryder","298.7970774554127","0.0","297.7022743349069","292.5650815914867","0.14115018","75.1680485847196","NaN","289.0541065561564","-2.105468078909683","101596.32775390625","296.78111093527514","2.97578033661149","2.385018945113629","-1.7065382397174673"
"3957846768","true","2016-12-15 23:00:04.000","-82.03153","27.95932","5/6","2.2","","gps","","1419","2671-02034","grcaMigration-Ryder","NaN","0.0","294.5781296497002","287.83280870238355","0.16639173","65.42808073464548","NaN","288.7392780417432","-4.346366469603328","101914.02823784722","297.0120891363421","0.0966812907409349","0.23346724760901105","-3.5019161243917476"
"3957846769","true","2016-07-25 23:00:10.000","-77.03909","39.05269","4/4","3.6","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.18797301","305.65705560787563","297.78499086173736","0.75498474","61.699556963343795","NaN","296.10417501976536","3.2025246759473114","100090.52383808828","305.69728013149387","3.8871315362304903","2.747520270977765","2.406259405427188"
"3957846770","true","2016-08-06 23:00:10.000","-77.03904","39.05265","5/5","1.9","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","301.1531083168542","296.5831301980816","0.58029985","72.71510298039503","NaN","295.7859114550273","1.50156087947487","99795.05818418803","305.42814282666023","3.912680382559074","3.0208461232788144","1.1814177867535638"
"3957846771","true","2016-08-18 23:00:10.000","-77.0321","39.05273","3/4","4.7","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.140625","300.9786884594459","294.4944526417096","0.58021224","63.7263662515051","NaN","298.34100062223155","0.7443151011603968","100434.46863591229","305.48050634786017","2.3032933319967617","2.0267372039703964","0.6805971934873662"
"3957846772","true","2016-08-23 23:00:10.000","-77.03507","39.05135","3/4","6.0","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","296.2812094919724","288.4648562025433","0.49754763","56.25649087282131","NaN","294.85812982716516","1.39062600166364","101381.39921991518","304.80383075556193","-1.6590449250438613","-1.4904121778481836","1.2509293930204426"
"3957846773","true","2016-08-26 23:00:10.000","-77.03768","39.05298","3/4","7.7","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","303.9513062942169","295.7650640947303","0.52399695","59.41567332031643","NaN","295.54169962593954","-3.1825988363721267","100624.29044483003","304.8553288156737","1.5137456601355124","1.3619823752693345","-2.7511315787605977"
"3957846774","true","2016-09-01 23:00:08.000","-77.03858","39.0528","5/5","4.1","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","2.046875","299.5534896992457","292.8202822480901","0.41948152","67.29507246120151","NaN","296.2213703019604","-1.9232795487615235","100182.69039670615","304.6020556645136","-1.2915563357490796","-1.094560604341346","-1.718044359117385"
"3957846775","true","2016-09-04 23:00:08.000","-77.0386","39.05282","5/5","4.8","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.046875","293.891439974883","287.16904137454435","0.38839436","56.51957328408183","NaN","295.2530194892498","-1.4750335930116438","101202.31194360528","304.67454821565264","-2.4849405977442944","-2.195134215294998","-1.2693301364505094"
"3957846776","true","2016-09-10 23:00:09.000","-77.03953","39.05302","4/4","13.3","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","301.55148620654325","293.83562886911545","0.45940566","62.80545958675064","NaN","294.13337339136876","6.498650652776865","100282.47322705458","304.3831025964622","-1.2596027379100865","-0.8396584263892406","4.599578104631896"
"3957846777","true","2016-09-16 23:00:06.000","-77.03942","39.05286","4/4","3.4","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","293.48079488279484","289.5572123121245","0.2415266","76.73678492136943","NaN","294.7052693470533","3.431565581581644","101285.62107787213","303.0836687301422","-4.000466467558343","-2.9590039917405786","2.462319786773654"
"3957846778","true","2016-09-19 23:00:06.000","-77.03667","39.03116","3/4","2.2","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","296.78235059639206","294.4457099537472","0.2279048","85.23046875602788","NaN","293.44351801309745","1.0083341225340563","100609.5638470594","303.96524670016936","-2.464746263171571","-2.1786641083813327","0.9196268335751434"
"3957846779","true","2016-09-22 23:00:06.000","-77.04465","39.05164","4/5","2.8","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","296.7167896342956","288.7128832422879","0.25782573","58.32508026251322","NaN","291.2570317545629","-0.20566838619651462","100750.3132803056","303.17480966788696","-4.0897540722620045","-3.5383438851651996","-0.16486809533177782"
"3957846780","true","2016-09-25 23:00:09.000","-77.43645","37.55545","5/5","1.6","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","294.13678608191606","289.8306724699399","0.23555177","76.4180559620194","NaN","294.8115675777199","0.15710512963418832","101544.04602277296","307.12551368212564","-3.622139750913194","-3.0529014160911245","0.11527771653447"
"3957846781","true","2016-09-28 23:00:10.000","-77.43545","37.55509","5/5","2.5","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","24.828125","296.3527648987272","294.19698297082067","0.29823196","87.51583805575103","NaN","292.32716375364737","2.1562855084943306","100974.18227605982","304.68159191840994","-5.405215389216272","-5.085626450736271","1.935267114145091"
"3957846782","true","2016-10-01 23:00:10.000","-77.39053","37.52495","3/4","6.0","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","296.8499950384453","294.4576702045252","0.22357333","87.18418885854632","NaN","289.6172846693041","0.3452407848191631","101270.81278868784","299.7877780339725","-3.6321632147464675","-3.1768848114797783","0.2302183803106166"
"3957846783","true","2016-10-04 23:00:08.000","-81.77575","30.73812","6/6","1.6","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","3.609375","298.953892629072","294.7760351322421","0.50965583","79.40781633703932","NaN","292.4933769590407","-5.363623111788206","101409.32662278794","299.0069118363743","-7.979993938462501","-7.302808274455155","-5.678293189109217"
"3957846784","true","2016-10-07 23:00:09.000","-81.76935","28.88831","6/6","1.5","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0719136","297.6566882716514","295.80939057392385","0.27836895","89.81064981928489","NaN","292.4779243144335","-1.2429944262734807","99773.0644699613","299.4301748960193","10.470432571442393","9.870747264727257","-1.0818239052653156"
"3957846785","true","2016-10-16 23:00:08.000","-80.42518","25.49899","8/9","1.0","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","1.015625","300.0770081413371","294.4106153995281","0.43539852","70.57778977560396","NaN","296.77756902979417","-3.4237186448415837","101353.68732870766","304.57053165803836","-6.853360089559056","-6.595014377523245","-3.2409884493910655"
"3957846786","true","2016-10-19 23:00:10.000","-80.43616","25.51744","7/8","1.1","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","300.437713126021","295.7305791898427","0.319493","79.45437988524338","NaN","294.93858253457455","-5.584736720597087","101422.88810040509","302.2284754718232","-4.7329388271385255","-4.215845139507635","-5.115992800500302"
"3957846787","true","2016-10-22 23:00:10.000","-80.41918","25.50246","6/7","1.8","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","299.40211532479077","290.79639147728676","0.3499974","62.959321803572855","NaN","294.528030809271","-5.251094237522217","101601.28610547872","304.0691383481063","0.770456454474019","0.5888318185102033","-4.869311571166435"
"3957846788","true","2016-10-25 23:00:06.000","-80.41932","25.50233","5/6","11.6","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","299.3416701326544","293.307022554822","0.31809008","74.32876713995056","NaN","292.6491941821403","-3.214549844852131","101841.16364149305","304.2677583433234","-7.63169107827443","-6.067471513774476","-3.3935460172691077"
"3957846789","true","2016-10-28 23:00:10.000","-80.41944","25.50227","5/6","3.7","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","299.3640826002085","295.68592190330924","0.31625324","80.99756879027407","NaN","292.55278424206205","-3.893356256912533","101630.6978534058","303.9221453253261","-7.073495470119093","-6.590062947350012","-5.551903425018123"
"3957846790","true","2016-10-31 23:00:10.000","-80.44292","25.48131","3/3","4.0","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.15625","299.7458392024961","296.04911457940307","0.24114454","81.38372049641292","NaN","293.36884643822333","-0.409735469241308","101543.04485076755","303.43393931400993","-5.656591696331828","-5.847204218980189","-2.638774184288529"
"3957846791","true","2016-11-15 23:00:10.000","-80.43655","25.51557","3/3","8.2","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","1.7421875","296.3008123719148","291.78275769384146","0.10259205","84.96692818695509","NaN","290.46611674896553","-3.476643996115736","101349.94346848968","300.00381680752986","-1.517066266417252","-1.9020958158305858","-3.3398697887720292"
"3957846792","true","2016-11-22 23:00:06.000","-80.4192","25.50243","7/7","1.3","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","296.99228169874885","291.51466574503627","0.20311403","76.87002237061036","NaN","291.252689872241","-3.1397387476287197","102155.0390234375","300.6778762100097","-5.243757583938133","-4.683076961389685","-3.452045557107212"
"3957846793","true","2016-11-29 23:00:06.000","-80.39495","25.5369","3/3","4.5","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","298.5693626845154","295.48999190450286","0.25387776","85.48333862815852","292.5536633365338","293.0428662824062","3.624727048643243","101783.36491643217","300.04977531995723","-5.156224856607448","-5.039079974509859","2.17394567291015"
"3957846794","true","2016-12-06 23:00:04.000","-80.41955","25.50231","6/6","1.9","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","299.60234005674386","296.01264091102047","0.23863149","80.78632398719799","NaN","293.87850087800666","3.279206062677837","101404.06732235914","NaN","6.296634058021415","3.0752149966116864","3.854829976814373"
"3957846795","true","2016-12-13 23:00:08.000","-80.4191","25.50272","5/5","4.1","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.0","299.7380406865413","296.11221622558395","0.22705397","82.29504699077306","NaN","294.3905018514005","3.0649096218506306","101862.41109953704","NaN","2.6164052184181124","-0.12163767258852065","3.0607766671741086"
"3957846796","true","2016-12-20 23:00:06.000","-80.41925","25.50243","4/4","8.2","","gps","","41142","2671-02024","grcaMigration-Ryder","NaN","0.03930271","299.8877942816126","295.660683281671","0.19539505","83.80902812066311","NaN","294.8776329939949","-0.6662248721673647","102438.6762321509","300.7065907510364","-3.500933879388726","-4.472059186668757","-0.8263349343758779"
"3957846797","true","2016-12-27 23:00:08.000","-80.41925","25.50249","7/7","1.1","","gps","","41142","2671-02024","grcaMigration-Ryder","299.55732235565324","0.0","298.5780538631513","294.4463765422257","0.19268388","81.92595731071894","294.36726577649813","294.4593989491597","2.4881284170249756","102220.16455715217","300.2161564359658","-3.4627739895564584","-4.093944630086988","0.6785231226635171"
